product_code,is_stockout_sum,total_orders,stockout_rate,total_shortage
413004,8,28,0.2857,8.0
403221,61,214,0.285,75.0
413569,45,158,0.2848,78.0
408619,27,95,0.2842,54.62
409746,72,254,0.2835,258.0
408941,17,60,0.2833,33.0
409398,32,113,0.2832,54.0
406425,62,219,0.2831,73.01
409026,15,53,0.283,32.0
415341,56,198,0.2828,182.0
407331,198,701,0.2825,6407.0
411230,42,149,0.2819,132.0
408989,53,188,0.2819,186.0
406642,31,110,0.2818,47.0
402666,167,593,0.2816,413.0
403836,309,1098,0.2814,1030.471
413297,251,892,0.2814,2556.0
411634,25,89,0.2809,140.0
411509,25,89,0.2809,52.0
407356,32,114,0.2807,161.939
409886,1435,5117,0.2804,2046.0
412825,121,432,0.2801,178.17
409634,14,50,0.28,28.0
416250,7,25,0.28,43.0
408098,7,25,0.28,151.0
407618,7,25,0.28,10.0
406835,26,93,0.2796,30.0
400183,51,183,0.2787,67.664
413847,22,79,0.2785,46.0
404222,66,237,0.2785,169.0
408686,71,255,0.2784,332.0
406707,71,255,0.2784,224.0
407423,37,133,0.2782,796.244
401253,84,302,0.2781,179.481
413895,15,54,0.2778,8.59
407614,10,36,0.2778,16.0
410569,10,36,0.2778,18.0
406378,15,54,0.2778,42.0
416348,50,180,0.2778,96.0
404874,18,65,0.2769,19.0
414740,13,47,0.2766,19.0
401925,66,239,0.2762,633.12
412509,98,355,0.2761,426.0
401033,16,58,0.2759,30.0
414308,8,29,0.2759,8.0
413802,8,29,0.2759,16.0
406649,8,29,0.2759,32.0
404514,11,40,0.275,11.0
408966,22,80,0.275,22.0
402060,11,40,0.275,14.0
409877,44,160,0.275,103.0
407340,11,40,0.275,50.549
401721,47,171,0.2749,86.0
413000,14,51,0.2745,38.0
406429,60,219,0.274,96.0
413595,95,347,0.2738,141.0
410903,46,168,0.2738,49.0
402034,35,128,0.2734,347.545
412526,50,183,0.2732,197.0
400262,62,227,0.2731,83.961
403174,6,22,0.2727,31.822
414988,12,44,0.2727,12.0
409669,18,66,0.2727,42.0
405938,12,44,0.2727,12.0
401181,12,44,0.2727,17.33
401690,9,33,0.2727,34.0
416476,12,44,0.2727,12.0
417059,12,44,0.2727,22.0
407339,6,22,0.2727,18.243
402885,12,44,0.2727,58.872
407327,1731,6352,0.2725,11288.0
408086,43,158,0.2722,97.0
404581,28,103,0.2718,36.0
405011,25,92,0.2717,84.0
401855,25,92,0.2717,28.7
412201,22,81,0.2716,43.0
409871,35,129,0.2713,127.0
413401,61,225,0.2711,112.0
405991,26,96,0.2708,80.0
409725,13,48,0.2708,12.77
409027,49,181,0.2707,83.0
415778,10,37,0.2703,10.0
405889,10,37,0.2703,21.0
405942,10,37,0.2703,14.0
408223,10,37,0.2703,18.0
405072,10,37,0.2703,26.0
404161,17,63,0.2698,93.0
403053,31,115,0.2696,83.053
400050,530,1968,0.2693,928.298
411356,14,52,0.2692,38.0
408469,7,26,0.2692,19.0
403945,7,26,0.2692,38.0
409369,7,26,0.2692,6.165
412909,14,52,0.2692,39.0
402286,7,26,0.2692,76.131
414291,28,104,0.2692,65.0
413370,21,78,0.2692,34.0
408033,46,171,0.269,93.0
417118,25,93,0.2688,40.0
406380,68,253,0.2688,70.0
408908,11,41,0.2683,151.0
401542,11,41,0.2683,46.0
417488,11,41,0.2683,17.0
410145,70,261,0.2682,82.0
411544,26,97,0.268,33.0
411818,105,392,0.2679,462.5
414788,123,460,0.2674,409.0
400061,27,101,0.2673,36.6
402262,27,101,0.2673,169.0
401914,8,30,0.2667,66.87
410041,8,30,0.2667,27.0
408462,8,30,0.2667,8.0
409282,8,30,0.2667,18.0
416310,12,45,0.2667,20.0
410064,12,45,0.2667,18.0
416058,12,45,0.2667,15.0
402029,58,218,0.2661,267.223
408071,25,94,0.266,96.0
410621,755,2842,0.2657,2596.0
402476,17,64,0.2656,35.0
412986,17,64,0.2656,182.0
404945,30,113,0.2655,49.0
408563,52,196,0.2653,221.0
412000,27,102,0.2647,36.0
411848,9,34,0.2647,27.0
414451,9,34,0.2647,12.0
405224,32,121,0.2645,57.0
409678,14,53,0.2642,38.0
405925,14,53,0.2642,28.0
416850,279,1057,0.264,1906.0
413326,57,216,0.2639,146.0
406758,34,129,0.2636,88.833
410196,132,501,0.2635,252.0
406446,15,57,0.2632,30.0
414289,15,57,0.2632,-3.24
402673,30,114,0.2632,78.555
404339,16,61,0.2623,52.0
410570,11,42,0.2619,19.0
408324,33,126,0.2619,48.0
407114,11,42,0.2619,31.0
401260,11,42,0.2619,23.0
409803,50,191,0.2618,125.0
416633,17,65,0.2615,38.792
403045,46,176,0.2614,134.895
403454,58,222,0.2613,58.0
412979,6,23,0.2609,27.0
411104,6,23,0.2609,6.0
407572,6,23,0.2609,21.0
402373,6,23,0.2609,7.0
405847,6,23,0.2609,6.0
401350,6,23,0.2609,6.0
409144,57,219,0.2603,85.0
412114,110,424,0.2594,171.0
412127,7,27,0.2593,42.0
408946,7,27,0.2593,23.0
410310,14,54,0.2593,49.0
401283,36,139,0.259,56.0
408227,22,85,0.2588,23.0
401171,83,321,0.2586,68.121
416069,8,31,0.2581,8.0
404033,8,31,0.2581,46.0
410650,539,2092,0.2576,1885.0
402513,34,132,0.2576,109.0
408853,26,101,0.2574,102.0
409552,35,136,0.2574,47.203
406876,53,206,0.2573,56.0
410580,71,276,0.2572,652.0
405756,18,70,0.2571,19.0
412628,9,35,0.2571,20.0
402745,9,35,0.2571,2.68
410713,46,179,0.257,71.0
410425,74,288,0.2569,457.0
413924,19,74,0.2568,154.0
415881,19,74,0.2568,443.0
409344,10,39,0.2564,9.0
409485,30,117,0.2564,69.0
409602,51,199,0.2563,44.068
406127,11,43,0.2558,34.0
412284,11,43,0.2558,30.0
406702,11,43,0.2558,14.0
402426,11,43,0.2558,-9.68
414088,11,43,0.2558,22.0
415815,113,442,0.2557,90.877
415972,12,47,0.2553,695.0
413344,12,47,0.2553,24.0
404721,25,98,0.2551,70.0
408007,52,204,0.2549,171.0
404618,13,51,0.2549,28.0
410732,276,1083,0.2548,1152.0
403252,82,322,0.2547,741.852
406989,28,110,0.2545,154.451
417294,59,232,0.2543,61.0
417317,16,63,0.254,148.002
406231,34,134,0.2537,90.0
405480,18,71,0.2535,74.812
412332,19,75,0.2533,22.0
403534,21,83,0.253,21.0
416471,21,83,0.253,24.0
400185,64,253,0.253,134.0
407342,192,759,0.253,362.0
411001,44,174,0.2529,79.0
406124,133,527,0.2524,1420.0
407388,29,115,0.2522,79.0
414468,31,123,0.252,74.0
413198,141,560,0.2518,1801.499
407581,38,151,0.2517,597.0
411155,489,1955,0.2501,954.0
406519,8,32,0.25,25.03
415821,7,28,0.25,7.0
414224,9,36,0.25,65.0
405688,8,32,0.25,9.0
404771,5,20,0.25,8.0
404394,6,24,0.25,-9.45
406818,6,24,0.25,6.0
400648,12,48,0.25,12.0
407664,5,20,0.25,14.0
414826,11,44,0.25,14.0
411724,7,28,0.25,18.0
412983,5,20,0.25,21.0
413129,5,20,0.25,8.0
402207,11,44,0.25,12.0
410162,25,100,0.25,49.0
414255,8,32,0.25,139.0
415938,38,152,0.25,57.0
412171,5,20,0.25,40.0
414642,6,24,0.25,7.0
408831,9,36,0.25,18.0
416618,5,20,0.25,5.0
410052,6,24,0.25,14.0
401873,6,24,0.25,6.0
402739,7,28,0.25,12.0
413010,15,60,0.25,25.0
414064,18,72,0.25,40.0
412977,70,281,0.2491,1629.0
411363,206,829,0.2485,212.0
402263,38,153,0.2484,160.4
415896,77,310,0.2484,147.0
405118,37,149,0.2483,158.0
416987,103,415,0.2482,273.0
402590,228,919,0.2481,1146.0
414273,58,234,0.2479,87.0
406548,84,339,0.2478,1094.0
408912,159,642,0.2477,439.0
404822,75,303,0.2475,153.0
411923,46,186,0.2473,46.0
413253,46,186,0.2473,64.0
409887,1818,7351,0.2473,2323.0
412716,156,631,0.2472,266.0
407495,96,389,0.2468,160.0
414583,15,61,0.2459,39.0
414500,12,49,0.2449,15.0
414699,12,49,0.2449,26.0
410295,23,94,0.2447,38.0
404387,11,45,0.2444,26.0
405525,11,45,0.2444,33.0
413199,11,45,0.2444,14.0
412528,31,127,0.2441,79.0
403021,41,168,0.244,498.0
409762,20,82,0.2439,53.333
411325,39,160,0.2438,100.0
404175,138,567,0.2434,672.858
411825,45,185,0.2432,401.0
402288,45,185,0.2432,101.0
407039,52,214,0.243,70.0
409279,17,70,0.2429,104.0
401240,256,1054,0.2429,394.704
410121,17,70,0.2429,17.0
409255,8,33,0.2424,8.0
406779,8,33,0.2424,8.0
416865,8,33,0.2424,32.0
409075,8,33,0.2424,26.0
417272,8,33,0.2424,8.0
408231,241,995,0.2422,643.0
408270,15,62,0.2419,20.0
414321,7,29,0.2414,10.0
413581,7,29,0.2414,99.0
417292,7,29,0.2414,14.0
409514,130,539,0.2412,261.0
402352,88,365,0.2411,1397.0
405560,40,166,0.241,40.0
405886,33,137,0.2409,110.0
401674,13,54,0.2407,22.0
403041,19,79,0.2405,112.0
404043,6,25,0.24,46.0
405597,12,50,0.24,169.0
414345,6,25,0.24,14.0
402883,12,50,0.24,67.699
406722,6,25,0.24,6.0
407722,6,25,0.24,6.0
404831,12,50,0.24,36.0
406590,24,100,0.24,45.0
406140,17,71,0.2394,31.0
405001,72,301,0.2392,337.0
402294,11,46,0.2391,11.0
410738,60,251,0.239,104.0
406148,16,67,0.2388,146.162
400924,32,134,0.2388,142.0
408741,16,67,0.2388,208.0
408079,120,503,0.2386,133.0
412759,26,109,0.2385,32.0
412098,5,21,0.2381,8.0
410269,5,21,0.2381,8.0
410527,15,63,0.2381,32.0
414516,15,63,0.2381,34.0
409117,15,63,0.2381,24.0
401733,5,21,0.2381,5.0
403139,5,21,0.2381,28.015
407349,10,42,0.2381,38.11
409637,10,42,0.2381,22.89
410828,147,618,0.2379,398.0
400028,39,164,0.2378,43.553
405996,57,240,0.2375,365.0
411169,42,177,0.2373,54.956
411581,589,2483,0.2372,1529.0
400136,9,38,0.2368,-6.12
402782,9,38,0.2368,12.0
412328,18,76,0.2368,141.0
400453,9,38,0.2368,16.0
405574,9,38,0.2368,24.0
403460,18,76,0.2368,49.452
400239,141,596,0.2366,89.125
417282,31,131,0.2366,666.0
400174,471,1992,0.2364,284.574
411569,38,161,0.236,87.0
401143,46,195,0.2359,73.722
406280,25,106,0.2358,37.0
400953,342,1453,0.2354,169.704
410923,8,34,0.2353,8.0
406011,20,85,0.2353,20.0
410655,12,51,0.2353,34.0
410867,8,34,0.2353,10.0
404551,8,34,0.2353,8.0
402519,8,34,0.2353,8.0
406063,20,85,0.2353,21.0
411394,275,1171,0.2348,287.0
405398,19,81,0.2346,64.0
415790,15,64,0.2344,-8.3
407877,93,397,0.2343,297.0
417030,37,158,0.2342,51.0
407464,1005,4294,0.234,2621.0
407725,11,47,0.234,16.0
415843,29,124,0.2339,109.0
401976,18,77,0.2338,29.062
400130,25,107,0.2336,-76.33
413369,7,30,0.2333,47.0
406254,14,60,0.2333,20.0
410522,52,223,0.2332,240.0
409907,27,116,0.2328,48.0
400144,124,533,0.2326,7595.0
410717,73,314,0.2325,82.0
411996,13,56,0.2321,25.0
414665,13,56,0.2321,82.0
417252,13,56,0.2321,16.0
410068,42,181,0.232,82.0
408229,45,194,0.232,86.0
412767,32,138,0.2319,82.0
405448,38,164,0.2317,632.997
403044,278,1200,0.2317,618.566
412085,28,121,0.2314,67.0
403284,62,268,0.2313,947.532
412371,124,536,0.2313,497.0
403985,12,52,0.2308,20.0
410754,6,26,0.2308,14.0
416620,12,52,0.2308,20.0
407773,12,52,0.2308,13.0
402545,27,117,0.2308,298.398
407738,12,52,0.2308,12.0
404377,27,117,0.2308,33.0
409863,9,39,0.2308,12.0
407821,78,338,0.2308,1077.131
405291,15,65,0.2308,19.0
401230,1646,7143,0.2304,4220.42
403867,412,1789,0.2303,1767.0
405134,224,973,0.2302,1101.0
414434,260,1130,0.2301,13867.0
407326,1130,4912,0.23,2447.0
401984,20,87,0.2299,167.0
400687,521,2268,0.2297,170.65
415818,62,270,0.2296,53.753
407251,33,144,0.2292,47.0
402080,22,96,0.2292,48.0
407672,113,493,0.2292,294.0
409412,22,96,0.2292,28.0
404764,11,48,0.2292,14.0
412827,608,2657,0.2288,1259.5
410336,73,319,0.2288,259.36
403147,191,835,0.2287,-20.754
415337,8,35,0.2286,27.0
413693,8,35,0.2286,18.0
411561,8,35,0.2286,9.0
403626,8,35,0.2286,8.0
404226,21,92,0.2283,44.0
410726,99,434,0.2281,217.0
401312,13,57,0.2281,26.0
401474,13,57,0.2281,12.667
402716,13,57,0.2281,-20.0
400891,36,158,0.2278,53.065
410169,23,101,0.2277,62.66
413140,28,123,0.2276,36.0
401238,81,356,0.2275,133.116
414341,5,22,0.2273,3.25
406326,5,22,0.2273,9.0
403718,5,22,0.2273,14.0
407040,5,22,0.2273,5.0
400559,20,88,0.2273,30.0
400652,5,22,0.2273,61.0
410217,10,44,0.2273,18.0
414721,5,22,0.2273,9.0
414531,5,22,0.2273,8.0
410829,5,22,0.2273,13.0
416561,760,3350,0.2269,1524.142
408247,34,150,0.2267,59.0
403507,12,53,0.2264,11.0
400011,74,327,0.2263,32.531
416782,110,486,0.2263,3210.0
400235,382,1688,0.2263,691.578
413452,19,84,0.2262,26.0
406616,21,93,0.2258,143.0
406714,7,31,0.2258,10.0
405167,7,31,0.2258,31.0
411140,21,93,0.2258,24.0
404993,7,31,0.2258,22.0
416464,7,31,0.2258,10.0
408917,14,62,0.2258,87.0
417325,14,62,0.2258,194.0
414381,7,31,0.2258,9.0
414006,7,31,0.2258,10.0
405614,30,133,0.2256,75.0
411815,46,204,0.2255,66.0
407774,16,71,0.2254,22.0
413260,16,71,0.2254,46.0
400387,16,71,0.2254,24.018
409291,89,395,0.2253,177.0
412837,587,2606,0.2252,1087.0
406689,70,311,0.2251,121.0
405418,11,49,0.2245,12.0
400581,11,49,0.2245,11.0
403552,1752,7803,0.2245,16664.958
400029,13,58,0.2241,5.801
403323,69,308,0.224,333.0
403554,204,912,0.2237,439.0
412376,370,1655,0.2236,885.36
416397,19,85,0.2235,-8.374
413034,42,188,0.2234,123.0
403080,62,278,0.223,272.0
411992,157,705,0.2227,1063.0
415858,67,301,0.2226,20.918
402789,8,36,0.2222,42.0
402667,6,27,0.2222,15.0
411100,6,27,0.2222,9.0
413964,6,27,0.2222,6.0
400895,20,90,0.2222,7.774
406712,14,63,0.2222,14.0
414683,6,27,0.2222,22.0
411720,6,27,0.2222,11.334
410891,6,27,0.2222,6.0
407554,16,72,0.2222,16.0
411751,24,108,0.2222,93.0
402314,10,45,0.2222,9.0
407338,4601,20717,0.2221,9252.0
410125,66,298,0.2215,306.0
412831,172,777,0.2214,221.0
409001,59,267,0.221,73.0
406495,17,77,0.2208,118.121
413438,56,254,0.2205,559.0
407453,161,730,0.2205,302.0
409881,1246,5652,0.2205,1546.0
412470,41,186,0.2204,84.0
413385,24,109,0.2202,50.0
410149,81,368,0.2201,92.0
412665,11,50,0.22,8.19
402366,11,50,0.22,16.142
410888,80,364,0.2198,98.0
400303,503,2289,0.2197,-132.584
400378,9,41,0.2195,9.0
413384,9,41,0.2195,12.0
409149,16,73,0.2192,16.0
400422,39,178,0.2191,1869.0
402930,134,612,0.219,358.0
411078,417,1904,0.219,1558.0
400031,70,320,0.2188,86.29
410931,7,32,0.2188,10.0
405490,7,32,0.2188,10.0
410045,14,64,0.2188,30.0
404542,137,627,0.2185,219.0
411331,19,87,0.2184,22.0
413055,22,101,0.2178,38.0
414057,22,101,0.2178,10.1
403584,64,294,0.2177,194.0
411397,415,1907,0.2176,527.5
411742,5,23,0.2174,16.0
404090,5,23,0.2174,5.0
403305,5,23,0.2174,88.0
401145,5,23,0.2174,-1.07
408468,5,23,0.2174,6.0
400754,5,23,0.2174,8.0
401166,171,787,0.2173,176.044
400665,13,60,0.2167,33.0
415792,44,203,0.2167,5.765
402110,114,526,0.2167,709.0
401157,256,1182,0.2166,47.166
410339,47,217,0.2166,207.0
415782,42,194,0.2165,-16.224
407539,21,97,0.2165,96.0
412655,37,171,0.2164,86.0
400026,24,111,0.2162,10.904
404048,16,74,0.2162,19.0
404879,8,37,0.2162,9.0
412169,8,37,0.2162,8.0
414200,160,740,0.2162,234.0
406678,8,37,0.2162,8.0
414391,19,88,0.2159,35.0
412786,25,116,0.2155,41.0
400944,59,274,0.2153,66.556
412377,475,2206,0.2153,1112.0
415874,17,79,0.2152,125.0
402342,20,93,0.2151,590.764
417435,47,219,0.2146,71.0
417084,57,266,0.2143,240.0
402072,9,42,0.2143,19.0
402261,6,28,0.2143,6.0
413593,6,28,0.2143,30.0
417267,6,28,0.2143,6.0
414069,6,28,0.2143,6.0
414299,6,28,0.2143,6.0
405606,9,42,0.2143,112.0
412704,24,112,0.2143,90.0
401935,24,112,0.2143,33.0
406986,15,70,0.2143,78.0
411148,12,56,0.2143,15.0
405656,102,476,0.2143,218.0
411584,9,42,0.2143,12.0
412828,477,2230,0.2139,651.0
400600,50,234,0.2137,207.0
414512,19,89,0.2135,26.0
403844,16,75,0.2133,21.0
401179,180,844,0.2133,2417.0
402874,16,75,0.2133,24.0
410542,151,708,0.2133,687.332
406901,58,272,0.2132,987.0
412819,88,413,0.2131,88.0
401777,10,47,0.2128,18.0
408374,10,47,0.2128,19.0
410881,57,268,0.2127,87.0
400165,159,748,0.2126,-5.751
411404,103,485,0.2124,452.0
409301,7,33,0.2121,10.0
408776,28,132,0.2121,575.0
410953,7,33,0.2121,7.0
412221,7,33,0.2121,10.0
414307,7,33,0.2121,10.0
407707,21,99,0.2121,48.0
405995,18,85,0.2118,29.0
400024,18,85,0.2118,48.0
412508,11,52,0.2115,50.0
416938,19,90,0.2111,74.0
400030,172,816,0.2108,5242.938
412011,20,95,0.2105,44.0
410988,12,57,0.2105,10.33
403537,8,38,0.2105,-127.61
412088,28,133,0.2105,28.0
407756,8,38,0.2105,30.0
410454,171,813,0.2103,864.0
400294,165,785,0.2102,29.182
400343,30,143,0.2098,85.654
403530,13,62,0.2097,31.0
405307,51,244,0.209,152.0
409447,15,72,0.2083,67.72
412355,10,48,0.2083,20.262
411378,10,48,0.2083,16.0
403986,5,24,0.2083,5.0
414039,5,24,0.2083,7.0
405894,25,120,0.2083,32.0
407348,51,245,0.2082,286.848
400255,102,490,0.2082,219.021
405399,37,178,0.2079,62.0
411708,32,154,0.2078,35.0
414455,6,29,0.2069,12.0
406379,18,87,0.2069,34.0
401942,12,58,0.2069,15.0
411329,12,58,0.2069,28.0
413628,6,29,0.2069,9.0
403633,6,29,0.2069,6.0
410468,12,58,0.2069,20.73
400108,110,532,0.2068,473.0
407172,49,237,0.2068,-23.96
410838,13,63,0.2063,20.912
412534,52,252,0.2063,67.0
411954,7,34,0.2059,31.0
403199,7,34,0.2059,10.0
411308,7,34,0.2059,9.0
410772,7,34,0.2059,15.0
402503,22,107,0.2056,47.2
411440,23,112,0.2054,628.0
407177,106,516,0.2054,364.0
402474,31,151,0.2053,92.0
400376,448,2182,0.2053,60.64
402877,8,39,0.2051,-3.298
400042,323,1575,0.2051,58.598
401022,26,127,0.2047,75.051
415459,18,88,0.2045,75.0
403094,90,441,0.2041,2162.0
411490,10,49,0.2041,8.0
405482,10,49,0.2041,29.0
415860,10,49,0.2041,5.548
401191,31,152,0.2039,61.374
400132,96,471,0.2038,75.759
406374,43,211,0.2038,454.0
416171,11,54,0.2037,38.0
410760,12,59,0.2034,37.0
411310,12,59,0.2034,20.0
400290,112,551,0.2033,85.398
409800,68,335,0.203,91.0
400653,44,217,0.2028,129.001
411758,88,434,0.2028,507.954
400184,293,1446,0.2026,426.681
403887,114,563,0.2025,2521.0
400523,21,104,0.2019,253.0
407384,21,104,0.2019,25.0
408300,31,154,0.2013,53.0
401743,284,1411,0.2013,5776.0
407337,1679,8352,0.201,8558.0
401353,41,204,0.201,186.0
400071,284,1416,0.2006,268.079
411369,42,210,0.2,237.0
416781,4,20,0.2,4.0
417286,4,20,0.2,26.0
413284,14,70,0.2,37.0
400160,35,175,0.2,88.0
408877,13,65,0.2,122.0
415032,8,40,0.2,18.0
413136,6,30,0.2,23.0
400124,9,45,0.2,-48.28
404369,6,30,0.2,6.0
400051,29,145,0.2,2.4
404867,4,20,0.2,4.0
406915,15,75,0.2,46.0
412535,6,30,0.2,28.0
416603,7,35,0.2,50.0
414251,8,40,0.2,8.0
413347,18,90,0.2,49.0
416151,13,65,0.2,71.0
410995,5,25,0.2,5.0
408788,14,70,0.2,26.0
404221,13,65,0.2,101.476
409495,7,35,0.2,10.0
404131,4,20,0.2,5.0
405595,19,95,0.2,22.0
408467,4,20,0.2,4.0
405154,4,20,0.2,4.0
414319,11,55,0.2,22.0
411206,4,20,0.2,4.0
411195,5,25,0.2,9.0
415747,4,20,0.2,6.0
402081,8,40,0.2,17.0
413242,9,45,0.2,12.0
405323,5,25,0.2,5.0
413535,5,25,0.2,31.0
403826,126,632,0.1994,347.079
406936,38,191,0.199,86.0
412354,793,3986,0.1989,1827.88
412523,63,317,0.1987,93.0
412758,63,317,0.1987,129.0
406863,28,141,0.1986,63.868
401254,206,1039,0.1983,315.915
400803,24,121,0.1983,120.0
405376,22,111,0.1982,65.0
413243,62,313,0.1981,160.0
400046,20,101,0.198,13.68
400925,55,278,0.1978,131.0
416060,50,253,0.1976,53.0
402749,933,4725,0.1975,6804.0
400125,80,405,0.1975,242.259
411077,293,1485,0.1973,514.0
401966,104,527,0.1973,113.0
409326,59,299,0.1973,76.0
400253,131,664,0.1973,97.015
409837,52,264,0.197,119.0
411450,13,66,0.197,45.0
403977,25,127,0.1969,160.0
412330,51,259,0.1969,137.0
400078,83,422,0.1967,297.923
412796,23,117,0.1966,89.0
409680,11,56,0.1964,30.0
402696,10,51,0.1961,131.0
401444,10,51,0.1961,16.0
406919,20,102,0.1961,28.0
400252,19,97,0.1959,28.481
411400,29,148,0.1959,390.09
412545,47,240,0.1958,47.0
400923,9,46,0.1957,61.0
407452,803,4108,0.1955,9959.0
412238,34,174,0.1954,118.0
404230,33,169,0.1953,116.0
400318,657,3365,0.1952,511.233
404172,136,697,0.1951,276.0
414476,16,82,0.1951,16.0
408359,8,41,0.1951,35.0
400128,31,159,0.195,-161.312
409544,23,118,0.1949,29.0
401823,15,77,0.1948,89.0
415829,7,36,0.1944,-2.6
410047,7,36,0.1944,24.0
406799,7,36,0.1944,7.0
415745,20,103,0.1942,-1.89
406054,20,103,0.1942,59.0
411166,105,541,0.1941,190.0
402156,58,299,0.194,79.0
409701,13,67,0.194,40.0
404259,38,196,0.1939,238.0
408233,55,284,0.1937,211.0
416928,6,31,0.1935,-9.824
405468,6,31,0.1935,9.0
406187,12,62,0.1935,52.0
410836,12,62,0.1935,11.54
403450,6,31,0.1935,12.0
401596,12,62,0.1935,45.0
400556,12,62,0.1935,48.38
412289,53,274,0.1934,73.0
404840,17,88,0.1932,-1.255
409703,90,466,0.1931,134.0
406864,22,114,0.193,23.0
417232,11,57,0.193,20.0
402307,21,109,0.1927,26.0
406048,5,26,0.1923,6.0
414777,5,26,0.1923,11.0
411151,14,73,0.1918,19.0
407569,9,47,0.1915,43.0
415813,36,188,0.1915,-30.67
413727,9,47,0.1915,20.0
407250,18,94,0.1915,74.0
413907,9,47,0.1915,12.0
404558,80,419,0.1909,1261.0
400126,930,4880,0.1906,147.418
403070,12,63,0.1905,56.0
414478,4,21,0.1905,4.0
404508,28,147,0.1905,158.0
402692,4,21,0.1905,3.5
405374,8,42,0.1905,12.0
410093,4,21,0.1905,4.0
409160,12,63,0.1905,12.0
408591,12,63,0.1905,16.0
407199,4,21,0.1905,8.0
406692,4,21,0.1905,12.0
410249,4,21,0.1905,4.0
414301,4,21,0.1905,4.0
417440,4,21,0.1905,17.0
400743,4,21,0.1905,-1.66
412518,4,21,0.1905,4.0
411539,4,21,0.1905,4.0
411240,8,42,0.1905,48.0
413247,4,21,0.1905,12.0
413714,4,21,0.1905,4.0
404870,24,126,0.1905,62.0
400003,4,21,0.1905,23.0
400484,141,741,0.1903,2680.0
411170,218,1146,0.1902,808.0
408872,23,121,0.1901,30.25
415671,64,337,0.1899,212.0
404261,26,137,0.1898,38.0
407841,11,58,0.1897,38.0
410733,18,95,0.1895,37.0
412340,18,95,0.1895,18.0
403568,50,264,0.1894,196.0
401365,7,37,0.1892,7.0
413632,7,37,0.1892,10.0
406749,7,37,0.1892,10.0
400323,14,74,0.1892,1.37
411455,73,386,0.1891,237.0
411052,533,2820,0.189,892.95
400243,183,970,0.1887,538.739
404349,221,1171,0.1887,506.0
406869,10,53,0.1887,25.806
413676,10,53,0.1887,60.0
402941,10,53,0.1887,117.85
417324,10,53,0.1887,14.0
409790,41,218,0.1881,63.934
414854,319,1697,0.188,1517.72
410154,66,352,0.1875,146.0
406298,6,32,0.1875,9.0
405346,12,64,0.1875,94.0
410443,12,64,0.1875,65.0
407148,21,112,0.1875,52.0
410993,12,64,0.1875,21.0
405568,6,32,0.1875,83.0
410566,6,32,0.1875,8.0
408862,157,839,0.1871,456.0
400199,188,1005,0.1871,435.498
417086,69,369,0.187,1393.0
406623,20,107,0.1869,26.0
412342,800,4284,0.1867,1759.0
400251,320,1716,0.1865,745.324
414896,47,252,0.1865,137.343
407047,71,381,0.1864,78.0
405548,11,59,0.1864,21.0
405023,11,59,0.1864,11.0
403619,126,677,0.1861,1108.0
413021,8,43,0.186,119.0
406139,8,43,0.186,8.0
403227,8,43,0.186,-11.898
414353,8,43,0.186,8.0
400173,372,2001,0.1859,-76.935
400170,750,4035,0.1859,85.081
414836,102,549,0.1858,219.0
400261,21,113,0.1858,16.421
408438,13,70,0.1857,13.0
400930,46,248,0.1855,106.0
413460,5,27,0.1852,6.0
412292,10,54,0.1852,10.0
411085,5,27,0.1852,7.0
414206,5,27,0.1852,5.0
415165,5,27,0.1852,8.0
413235,5,27,0.1852,52.0
410419,10,54,0.1852,206.0
402828,5,27,0.1852,33.0
400053,42,227,0.185,105.152
400065,79,427,0.185,29.839
412438,22,119,0.1849,72.0
407154,17,92,0.1848,25.0
401011,12,65,0.1846,28.0
402561,12,65,0.1846,38.0
402962,19,103,0.1845,40.0
407474,2387,12941,0.1845,18588.0
400988,14,76,0.1842,90.0
413249,14,76,0.1842,23.0
412453,7,38,0.1842,15.0
403478,44,239,0.1841,60.0
417010,53,288,0.184,103.0
417108,46,250,0.184,73.0
400317,1556,8466,0.1838,-198.14
415340,61,332,0.1837,166.8
409789,9,49,0.1837,14.0
411439,18,98,0.1837,247.0
410316,113,615,0.1837,190.0
401080,8322,45320,0.1836,-12464.191
412485,20,109,0.1835,20.0
410253,11,60,0.1833,17.0
403344,13,71,0.1831,-2.038
400402,13,71,0.1831,7.661
403081,15,82,0.1829,49.0
408998,17,93,0.1828,20.0
400931,97,531,0.1827,40.961
406862,35,192,0.1823,51.0
400260,43,236,0.1822,204.0
400135,6241,34306,0.1819,6240.711
409319,4,22,0.1818,4.0
409355,32,176,0.1818,13.47
412131,4,22,0.1818,12.0
404042,4,22,0.1818,19.0
403531,6,33,0.1818,8.0
410150,4,22,0.1818,12.0
410954,212,1166,0.1818,817.0
410185,8,44,0.1818,8.0
407745,8,44,0.1818,13.0
403683,4,22,0.1818,4.0
417279,6,33,0.1818,7.0
401891,4,22,0.1818,4.0
400164,10,55,0.1818,27.0
407133,4,22,0.1818,4.0
404930,6,33,0.1818,7.0
402839,4,22,0.1818,4.0
415759,4,22,0.1818,4.0
412315,18,99,0.1818,18.0
405740,4,22,0.1818,4.0
413005,4,22,0.1818,42.0
411217,32,176,0.1818,52.0
401045,4,22,0.1818,6.0
401030,105,578,0.1817,160.958
400274,2666,14672,0.1817,720.691
413989,276,1522,0.1813,3203.369
404969,33,182,0.1813,49.0
