product_code,replacement_orders,replacement_stockout_rate,replacement_total_shortage,sales_orders,replacement_intensity
401740,1,0.0,0.0,216.0,0.004629629629629629
401741,3,0.0,0.0,1615.0,0.0018575851393188853
401746,1,0.0,0.0,469.0,0.0021321961620469083
401757,12,0.25,3.0,332.0,0.03614457831325301
401769,2,0.0,0.0,285.0,0.007017543859649123
401770,1,0.0,0.0,149.0,0.006711409395973154
401775,1,0.0,0.0,,0.0
401778,1,0.0,0.0,589.0,0.001697792869269949
401779,2,0.5,1.0,971.0,0.0020597322348094747
401783,1,0.0,0.0,891.0,0.001122334455667789
401786,1,0.0,0.0,90.0,0.011111111111111112
401800,2,0.0,0.0,744.0,0.002688172043010753
401806,2,0.0,0.0,176.0,0.011363636363636364
401808,2,0.0,0.0,2083.0,0.0009601536245799327
401816,1,0.0,0.0,456.0,0.0021929824561403508
401819,2,0.0,0.0,5427.0,0.0003685277317118113
401821,2,1.0,2.0,108.0,0.018518518518518517
401827,1,0.0,0.0,540.0,0.001851851851851852
401833,2,0.0,0.0,249.0,0.008032128514056224
401834,9,0.0,0.0,1104.0,0.008152173913043478
401835,2,0.0,0.0,444.0,0.0045045045045045045
401844,4,0.0,0.0,1127.0,0.00354924578527063
401862,1,0.0,0.0,72.0,0.013888888888888888
401866,7,0.14285714285714285,2.0,92.0,0.07608695652173914
401879,1,0.0,0.0,18.0,0.05555555555555555
401904,1,0.0,0.0,894.0,0.0011185682326621924
401907,2,0.0,0.0,126.0,0.015873015873015872
401909,1,0.0,0.0,123.0,0.008130081300813009
401910,2,0.5,8.92,112.0,0.017857142857142856
401912,4,0.0,-0.7300000000000009,107.0,0.037383177570093455
401914,1,0.0,0.0,30.0,0.03333333333333333
401925,1,0.0,-0.22000000000000064,239.0,0.0041841004184100415
401929,18,0.3888888888888889,39.959999999999994,1187.0,0.015164279696714406
401935,1,0.0,0.0,112.0,0.008928571428571428
401939,1,0.0,0.0,199.0,0.005025125628140704
401943,1,0.0,-0.7600000000000016,47.0,0.02127659574468085
401944,1,1.0,6.0,52.0,0.019230769230769232
401945,1,1.0,1.0,40.0,0.025
401953,1,0.0,-0.2700000000000031,14.0,0.07142857142857142
401959,1,1.0,10.0,39.0,0.02564102564102564
401965,1,0.0,0.0,87.0,0.011494252873563218
401972,1,0.0,0.0,249.0,0.004016064257028112
401973,1,0.0,0.0,112.0,0.008928571428571428
401974,2,1.0,2.0,216.0,0.009259259259259259
401980,1,0.0,0.0,7.0,0.14285714285714285
401996,1,0.0,0.0,24.0,0.041666666666666664
401999,2,0.0,0.0,912.0,0.0021929824561403508
402002,2,0.5,1.0,703.0,0.002844950213371266
402008,1,0.0,0.0,11.0,0.09090909090909091
402022,7,0.0,0.0,350.0,0.02
402027,1,0.0,0.0,450.0,0.0022222222222222222
402028,1,0.0,0.0,20.0,0.05
402029,3,0.3333333333333333,0.34999999999999964,218.0,0.013761467889908258
402032,42,0.30952380952380953,54.260000000000005,1286.0,0.03265940902021773
402034,2,0.0,-2.700000000000003,128.0,0.015625
402035,2,0.0,0.0,62.0,0.03225806451612903
402036,1,0.0,0.0,128.0,0.0078125
402037,1,0.0,0.0,8.0,0.125
402039,1,0.0,-0.07699999999999996,92.0,0.010869565217391304
402045,3,0.0,0.0,1476.0,0.0020325203252032522
402049,5,0.0,0.0,506.0,0.009881422924901186
402053,2,0.5,6.0,746.0,0.002680965147453083
402065,1,0.0,0.0,120.0,0.008333333333333333
402066,3,0.3333333333333333,5.0,196.0,0.015306122448979591
402074,1,0.0,0.0,478.0,0.0020920502092050207
402082,8,0.0,0.0,527.0,0.015180265654648957
402086,1,0.0,0.0,3988.0,0.00025075225677031093
402089,7,0.14285714285714285,2.0,196.0,0.03571428571428571
402093,1,0.0,0.0,162.0,0.006172839506172839
402096,1,0.0,0.0,25.0,0.04
402108,2,0.0,0.0,4344.0,0.00046040515653775324
402109,1,0.0,0.0,202.0,0.0049504950495049506
402110,1,0.0,0.0,526.0,0.0019011406844106464
402111,4,0.0,0.0,2213.0,0.0018075011296882061
402112,1,0.0,0.0,224.0,0.004464285714285714
402113,1,0.0,0.0,698.0,0.0014326647564469914
402116,6,0.0,0.0,17948.0,0.00033429908624916426
402118,6,0.0,0.0,801.0,0.00749063670411985
402121,1,0.0,0.0,374.0,0.00267379679144385
402126,1,0.0,0.0,401.0,0.0024937655860349127
402128,1,0.0,0.0,310.0,0.0032258064516129032
402131,2,0.0,0.0,881.0,0.0022701475595913734
402137,3,0.0,0.0,8307.0,0.00036114120621162876
402140,1,0.0,0.0,206.0,0.0048543689320388345
402144,46,0.043478260869565216,6.0,9002.0,0.0051099755609864475
402166,3,0.0,0.0,1656.0,0.0018115942028985507
402168,1,0.0,0.0,1354.0,0.0007385524372230429
402191,1,0.0,0.0,1250.0,0.0008
402195,1,0.0,0.0,62.0,0.016129032258064516
402198,1,0.0,0.0,639.0,0.001564945226917058
402199,6,0.0,0.0,2172.0,0.0027624309392265192
402200,3,0.0,0.0,1532.0,0.0019582245430809398
402201,4,0.0,0.0,1024.0,0.00390625
402202,4,0.0,0.0,262.0,0.015267175572519083
402210,1,0.0,0.0,885.0,0.0011299435028248588
402212,2,0.0,0.0,1116.0,0.0017921146953405018
402216,5,0.0,0.0,575.0,0.008695652173913044
402217,2,0.0,0.0,1378.0,0.001451378809869376
402218,8,0.5,12.33,1179.0,0.006785411365564037
402219,2,0.0,0.0,381.0,0.005249343832020997
402227,1,0.0,0.0,193.0,0.0051813471502590676
402233,2,0.0,0.0,61.0,0.03278688524590164
402252,1,0.0,0.0,39.0,0.02564102564102564
402254,1,0.0,0.0,55.0,0.01818181818181818
402259,1,0.0,0.0,534.0,0.0018726591760299626
402262,1,0.0,0.0,101.0,0.009900990099009901
402263,1,0.0,0.0,153.0,0.006535947712418301
402266,1,0.0,0.0,1385.0,0.0007220216606498195
402273,2,0.0,0.0,799.0,0.0025031289111389237
402279,1,0.0,0.0,1314.0,0.00076103500761035
402281,1,0.0,0.0,78.0,0.01282051282051282
402287,1,1.0,17.0,17.0,0.058823529411764705
402292,8,0.0,0.0,937.0,0.008537886872998933
402293,2,0.0,0.0,982.0,0.002036659877800407
402298,5,0.0,0.0,494.0,0.010121457489878543
402299,1,0.0,0.0,100.0,0.01
402305,2,0.0,0.0,643.0,0.003110419906687403
402307,1,0.0,0.0,109.0,0.009174311926605505
402313,3,0.0,0.0,130.0,0.023076923076923078
402323,1,0.0,0.0,947.0,0.0010559662090813093
402324,12,0.08333333333333333,4.0,2824.0,0.00424929178470255
402325,3,0.0,0.0,5447.0,0.0005507618872774004
402329,1,0.0,0.0,49.0,0.02040816326530612
402331,1,0.0,0.0,1530.0,0.00065359477124183
402344,82,0.14634146341463414,61.95500000000003,5202.0,0.015763168012302962
402363,1,0.0,0.0,66.0,0.015151515151515152
402365,1,0.0,0.0,67.0,0.014925373134328358
402368,1,0.0,-0.39400000000000013,395.0,0.002531645569620253
402378,2,0.0,0.0,1630.0,0.001226993865030675
402381,1,0.0,0.0,378.0,0.0026455026455026454
402391,3,1.0,46.480000000000004,76.0,0.039473684210526314
402393,1,0.0,0.0,238.0,0.004201680672268907
402400,1,0.0,0.0,328.0,0.003048780487804878
402401,1,0.0,0.0,568.0,0.0017605633802816902
402402,3,0.0,0.0,3977.0,0.0007543374402816193
402403,53,0.03773584905660377,5.0,1339.0,0.039581777445855115
402404,43,0.0,0.0,464.0,0.09267241379310345
402406,4,0.25,1.0,9445.0,0.00042350449973530967
402410,4,0.25,1.0,1730.0,0.0023121387283236996
402417,1,0.0,0.0,219.0,0.0045662100456621
402431,1,0.0,0.0,2451.0,0.0004079967360261118
402432,2,0.0,0.0,2949.0,0.0006781959986436081
402435,2,0.0,0.0,14.0,0.14285714285714285
402441,4,0.75,33.21,77.0,0.05194805194805195
402451,1,0.0,0.0,195.0,0.005128205128205128
402452,1,0.0,0.0,31.0,0.03225806451612903
402463,2,0.0,0.0,137.0,0.014598540145985401
402468,5,0.6,11.0,171.0,0.029239766081871343
402469,1,0.0,0.0,77.0,0.012987012987012988
402470,3,0.0,0.0,559.0,0.005366726296958855
402472,1,0.0,0.0,315.0,0.0031746031746031746
402474,5,0.0,0.0,151.0,0.033112582781456956
402475,1,0.0,0.0,250.0,0.004
402476,1,0.0,0.0,64.0,0.015625
402477,1,0.0,0.0,11.0,0.09090909090909091
402478,1,0.0,0.0,427.0,0.00234192037470726
402480,1,0.0,0.0,1425.0,0.0007017543859649122
402497,1,0.0,0.0,378.0,0.0026455026455026454
402518,1,0.0,0.0,210.0,0.004761904761904762
402530,1,0.0,0.0,284.0,0.0035211267605633804
402531,8,0.125,4.0,16181.0,0.0004944070205796922
402542,2,1.0,1.9299999999999997,318.0,0.006289308176100629
402545,4,0.5,1.8640000000000017,117.0,0.03418803418803419
402546,122,0.00819672131147541,1.0,10253.0,0.011898956403003999
402547,2,0.0,0.0,212.0,0.009433962264150943
402548,4,0.0,0.0,5265.0,0.0007597340930674264
402557,1,0.0,0.0,85.0,0.011764705882352941
402561,1,0.0,0.0,65.0,0.015384615384615385
402569,2,0.0,0.0,1415.0,0.0014134275618374558
402586,1,0.0,0.0,1110.0,0.0009009009009009009
402589,2,1.0,0.28999999999999915,1214.0,0.0016474464579901153
402598,2,1.0,2.0,384.0,0.005208333333333333
402599,1,0.0,0.0,1195.0,0.0008368200836820083
402601,1,0.0,0.0,2625.0,0.00038095238095238096
402602,1,0.0,0.0,1194.0,0.0008375209380234506
402605,1,0.0,0.0,257.0,0.0038910505836575876
402609,8,0.0,0.0,7802.0,0.0010253781081773904
402610,3,0.0,0.0,16635.0,0.00018034265103697024
402611,1,0.0,0.0,157.0,0.006369426751592357
402613,1,0.0,0.0,3872.0,0.00025826446280991736
402615,6,0.0,0.0,4021.0,0.0014921661278288984
402616,3,0.0,0.0,709.0,0.004231311706629055
402623,6,0.0,-0.17800000000000038,1376.0,0.00436046511627907
402625,1,0.0,0.0,2165.0,0.00046189376443418013
402634,1,0.0,0.0,15.0,0.06666666666666667
402644,1,0.0,0.0,70.0,0.014285714285714285
402651,2,0.0,0.0,303.0,0.006600660066006601
402658,1,1.0,0.19500000000000028,36.0,0.027777777777777776
402662,2,0.0,0.0,1362.0,0.0014684287812041115
402665,1,0.0,-0.45999999999999996,26.0,0.038461538461538464
402666,3,0.3333333333333333,4.0,593.0,0.00505902192242833
402675,1,0.0,0.0,1497.0,0.0006680026720106881
402677,2,0.0,0.0,3063.0,0.000652954619653934
402687,2,0.0,0.0,1435.0,0.0013937282229965157
402688,1,1.0,7.5,60.0,0.016666666666666666
402694,1,0.0,0.0,271.0,0.0036900369003690036
402697,20,0.1,4.0,4597.0,0.004350663476180117
402698,1,0.0,-1.2000000000000002,337.0,0.002967359050445104
402699,2,0.0,0.0,2107.0,0.0009492168960607499
402706,1,0.0,0.0,544.0,0.001838235294117647
402708,1,0.0,0.0,1108.0,0.0009025270758122744
402717,1,0.0,0.0,110.0,0.00909090909090909
402726,2,1.0,15.0,6449.0,0.0003101256008683517
402727,1,0.0,0.0,89.0,0.011235955056179775
402729,1,0.0,0.0,509.0,0.0019646365422396855
402739,1,0.0,0.0,28.0,0.03571428571428571
402747,1,0.0,0.0,453.0,0.002207505518763797
402748,2,0.0,0.0,251.0,0.00796812749003984
402751,1,0.0,0.0,219.0,0.0045662100456621
402762,2,0.0,0.0,636.0,0.0031446540880503146
402771,2,0.0,0.0,24.0,0.08333333333333333
402773,2,0.0,0.0,2171.0,0.0009212344541685859
402775,3,0.6666666666666666,2.0,221.0,0.013574660633484163
402798,1,0.0,0.0,1401.0,0.0007137758743754461
402812,5,0.0,0.0,1833.0,0.002727768685215494
402823,2,0.0,0.0,138.0,0.014492753623188406
402836,1,0.0,0.0,30.0,0.03333333333333333
402851,1,0.0,0.0,834.0,0.001199040767386091
402853,1,0.0,0.0,1302.0,0.0007680491551459293
402855,1,0.0,0.0,236.0,0.00423728813559322
402862,3,0.0,0.0,2565.0,0.0011695906432748538
402863,4,0.0,0.0,450.0,0.008888888888888889
402865,4,0.0,0.0,914.0,0.00437636761487965
402867,4,0.0,0.0,601.0,0.0066555740432612314
402870,2,0.0,0.0,314.0,0.006369426751592357
402875,1,0.0,-0.32000000000000006,96.0,0.010416666666666666
402879,4,0.0,0.0,1513.0,0.0026437541308658294
402881,2,0.5,0.47,70.0,0.02857142857142857
402882,4,0.0,-0.5200000000000007,259.0,0.015444015444015444
402889,1,0.0,0.0,124.0,0.008064516129032258
402897,7,0.2857142857142857,3.339999999999999,421.0,0.0166270783847981
402898,1,0.0,0.0,285.0,0.0035087719298245615
402899,1,0.0,0.0,779.0,0.0012836970474967907
402905,3,0.0,0.0,4065.0,0.0007380073800738007
402906,1,0.0,0.0,355.0,0.0028169014084507044
402908,1,0.0,0.0,199.0,0.005025125628140704
402914,4,0.0,0.0,5220.0,0.0007662835249042146
402915,1,0.0,0.0,971.0,0.0010298661174047373
402919,2,0.0,0.0,3.0,0.6666666666666666
402921,1,0.0,0.0,752.0,0.0013297872340425532
402922,1,0.0,0.0,10.0,0.1
402929,7,0.0,0.0,1733.0,0.004039238315060588
402937,1,0.0,0.0,50.0,0.02
402939,10,0.1,6.0,223.0,0.04484304932735426
402943,4,0.0,0.0,5256.0,0.00076103500761035
402944,5,0.2,1.0,564.0,0.008865248226950355
402947,1,0.0,0.0,1479.0,0.000676132521974307
402956,1,0.0,0.0,433.0,0.0023094688221709007
402960,12,0.0,0.0,1983.0,0.006051437216338881
402961,10,0.0,0.0,3920.0,0.002551020408163265
402964,1,0.0,0.0,851.0,0.0011750881316098707
402970,1,0.0,0.0,2078.0,0.00048123195380173246
402973,4,0.5,23.82,330.0,0.012121212121212121
402981,1,0.0,0.0,421.0,0.0023752969121140144
402983,13,0.0,0.0,16300.0,0.0007975460122699386
402987,4,0.0,0.0,10652.0,0.0003755163349605708
402988,15,0.06666666666666667,2.0,12064.0,0.001243368700265252
402990,6,0.16666666666666666,2.0,3365.0,0.0017830609212481426
403006,1,0.0,0.0,329.0,0.00303951367781155
403010,1,0.0,-0.006000000000000227,42.0,0.023809523809523808
403011,1,0.0,-0.26,25.0,0.04
403015,2,0.0,0.0,4266.0,0.00046882325363338024
403019,2,0.0,0.0,1725.0,0.0011594202898550724
403021,2,0.0,0.0,168.0,0.011904761904761904
403022,1,0.0,0.0,52.0,0.019230769230769232
403025,2,0.0,-0.6199999999999997,531.0,0.003766478342749529
403041,2,0.5,1.0,79.0,0.02531645569620253
403042,1,1.0,18.9,15.0,0.06666666666666667
403044,6,0.5,23.436000000000003,1200.0,0.005
403045,1,0.0,0.0,176.0,0.005681818181818182
403046,9,0.2222222222222222,-0.3520000000000012,422.0,0.02132701421800948
403048,16,0.4375,64.124,321.0,0.04984423676012461
403049,13,0.15384615384615385,20.088,852.0,0.015258215962441314
403050,23,0.30434782608695654,27.400000000000002,559.0,0.04114490161001789
403057,1,0.0,0.0,682.0,0.001466275659824047
403058,1,0.0,-0.2599999999999998,466.0,0.002145922746781116
403059,1,0.0,-0.8699999999999992,68.0,0.014705882352941176
403061,2,0.0,-0.22199999999999953,393.0,0.005089058524173028
403072,1,0.0,0.0,13.0,0.07692307692307693
403077,1,0.0,0.0,57.0,0.017543859649122806
403083,1,0.0,0.0,382.0,0.002617801047120419
403084,2,0.0,0.0,214.0,0.009345794392523364
403087,1,0.0,0.0,171.0,0.005847953216374269
403089,2,0.0,0.0,2170.0,0.0009216589861751152
403090,1,0.0,0.0,1050.0,0.0009523809523809524
403091,2,0.0,0.0,2690.0,0.0007434944237918215
403092,1,0.0,0.0,8295.0,0.00012055455093429777
403093,30,0.0,0.0,1519.0,0.019749835418038184
403095,2,0.5,2.0,1680.0,0.0011904761904761906
403097,2,0.0,0.0,1453.0,0.0013764624913971094
403098,7,0.0,0.0,4244.0,0.001649387370405278
403099,16,0.0,0.0,294.0,0.05442176870748299
403100,1,0.0,0.0,680.0,0.0014705882352941176
403102,1,0.0,0.0,963.0,0.0010384215991692627
403105,2,0.0,0.0,1411.0,0.001417434443656981
403106,3,0.0,0.0,5067.0,0.0005920663114268798
403107,2,0.5,3.0,597.0,0.0033500837520938024
403110,1,0.0,0.0,288.0,0.003472222222222222
403111,2,0.0,0.0,605.0,0.003305785123966942
403113,1,0.0,0.0,867.0,0.0011534025374855825
403117,3,0.6666666666666666,2.0,1191.0,0.0025188916876574307
403118,1,0.0,0.0,1348.0,0.000741839762611276
403119,3,0.0,0.0,1093.0,0.0027447392497712718
403120,6,0.0,0.0,8845.0,0.0006783493499152064
403132,1,0.0,0.0,162.0,0.006172839506172839
403134,1,0.0,0.0,181.0,0.0055248618784530384
403137,1,0.0,0.0,1019.0,0.0009813542688910696
403143,16,0.0,0.0,879.0,0.01820250284414107
403144,5,0.2,2.0,144.0,0.034722222222222224
403146,1,0.0,0.0,340.0,0.0029411764705882353
403147,1,1.0,0.050000000000000044,835.0,0.0011976047904191617
403148,5,0.2,20.0,830.0,0.006024096385542169
403156,1,0.0,0.0,1741.0,0.0005743825387708214
403158,2,0.5,1.0,238.0,0.008403361344537815
403162,1,0.0,0.0,1558.0,0.0006418485237483953
403172,1,0.0,0.0,1534.0,0.000651890482398957
403186,1,0.0,0.0,297.0,0.003367003367003367
403190,3,0.0,0.0,3008.0,0.0009973404255319148
403191,3,0.0,0.0,1707.0,0.0017574692442882249
403196,1,0.0,0.0,850.0,0.001176470588235294
403204,4,0.25,0.19000000000000006,874.0,0.004576659038901602
403205,1,0.0,0.0,1367.0,0.000731528895391368
403206,1,0.0,0.0,1194.0,0.0008375209380234506
403207,1,0.0,0.0,1422.0,0.0007032348804500703
403212,1,0.0,0.0,16.0,0.0625
403218,2,0.0,0.0,3292.0,0.0006075334143377885
403232,7,0.0,-0.5100000000000002,534.0,0.013108614232209739
403233,1,0.0,0.0,830.0,0.0012048192771084338
403234,1,0.0,0.0,1053.0,0.000949667616334283
403243,1,0.0,0.0,26.0,0.038461538461538464
403244,1,0.0,0.0,3322.0,0.00030102347983142685
403245,1,0.0,0.0,1826.0,0.000547645125958379
403250,3,0.0,0.0,3681.0,0.0008149959250203749
403253,1,0.0,-0.053999999999999826,48.0,0.020833333333333332
403259,3,0.0,0.0,2749.0,0.0010913059294288831
403268,1,0.0,0.0,25.0,0.04
403272,1,0.0,0.0,162.0,0.006172839506172839
403273,1,0.0,0.0,53.0,0.018867924528301886
403281,1,0.0,0.0,413.0,0.002421307506053269
403296,1,0.0,0.0,494.0,0.0020242914979757085
403302,1,0.0,0.0,44.0,0.022727272727272728
403311,9,1.0,72.0,177.0,0.05084745762711865
403317,4,0.0,0.0,1904.0,0.0021008403361344537
403318,1,0.0,0.0,560.0,0.0017857142857142857
403323,1,0.0,0.0,308.0,0.003246753246753247
403330,1,0.0,-2.0,12.0,0.08333333333333333
403334,4,0.0,0.0,3401.0,0.0011761246692149367
403336,6,0.0,0.0,6937.0,0.0008649272019605016
403340,2,0.0,0.0,2122.0,0.000942507068803016
403341,1,0.0,0.0,37.0,0.02702702702702703
403342,1,0.0,0.0,72.0,0.013888888888888888
403343,1,0.0,0.0,4992.0,0.00020032051282051281
403345,1,0.0,0.0,499.0,0.002004008016032064
403348,2,0.0,-0.47000000000000064,274.0,0.0072992700729927005
403349,3,0.3333333333333333,2.2359999999999998,63.0,0.047619047619047616
403350,1,0.0,-0.22199999999999998,195.0,0.005128205128205128
403351,3,0.0,0.0,831.0,0.0036101083032490976
403355,1,0.0,0.0,2257.0,0.00044306601683650863
403356,2,0.0,0.0,752.0,0.0026595744680851063
403359,1,1.0,14.0,35.0,0.02857142857142857
403360,3,0.0,0.0,6005.0,0.0004995836802664446
403362,5,0.0,0.0,9866.0,0.0005067909993918508
403365,5,0.0,0.0,3882.0,0.001287995878413189
403370,1,0.0,0.0,748.0,0.001336898395721925
403371,1,0.0,0.0,3263.0,0.00030646644192460924
403374,3,0.0,0.0,141.0,0.02127659574468085
403376,6,1.0,36.11,547.0,0.010968921389396709
403377,16,0.0,0.0,38383.0,0.0004168512101711695
403379,2,0.5,0.018000000000000016,319.0,0.006269592476489028
403380,1,1.0,1.0,951.0,0.0010515247108307045
403381,1,0.0,0.0,1681.0,0.000594883997620464
403385,1,0.0,0.0,1212.0,0.0008250825082508251
403390,1,0.0,0.0,101.0,0.009900990099009901
403392,4,0.0,0.0,1344.0,0.002976190476190476
403397,3,0.0,0.0,460.0,0.006521739130434782
403398,2,0.0,0.0,578.0,0.0034602076124567475
403401,3,0.0,0.0,1844.0,0.0016268980477223427
403404,4,1.0,12.0,217.0,0.018433179723502304
403412,1,0.0,0.0,18.0,0.05555555555555555
403421,13,0.0,0.0,6059.0,0.002145568575672553
403423,10,0.0,0.0,3125.0,0.0032
403425,4,0.25,1.0,2858.0,0.0013995801259622112
403438,4,0.0,0.0,7732.0,0.0005173305742369374
403440,1,0.0,0.0,1293.0,0.0007733952049497294
403443,1,0.0,0.0,13119.0,7.622532205198568e-05
403444,2,0.0,0.0,314.0,0.006369426751592357
403454,1,0.0,0.0,222.0,0.0045045045045045045
403455,16,0.25,8.730000000000002,1228.0,0.013029315960912053
403461,2,0.0,-2.4800000000000004,13.0,0.15384615384615385
403462,1,0.0,0.0,37.0,0.02702702702702703
403473,1,0.0,0.0,423.0,0.002364066193853428
403474,1,0.0,0.0,436.0,0.0022935779816513763
403475,3,0.0,0.0,275.0,0.01090909090909091
403476,3,0.0,0.0,70.0,0.04285714285714286
403485,1,0.0,0.0,505.0,0.0019801980198019802
403487,2,0.0,-0.5,288.0,0.006944444444444444
403500,1,0.0,0.0,406.0,0.0024630541871921183
403503,9,0.1111111111111111,25.0,5357.0,0.0016800448011946986
403504,120,0.0,0.0,3275.0,0.0366412213740458
403505,1,0.0,0.0,2094.0,0.0004775549188156638
403513,3,0.0,0.0,6462.0,0.00046425255338904364
403515,1,1.0,1.0,76.0,0.013157894736842105
403521,2,0.0,0.0,32.0,0.0625
403526,6,0.0,0.0,467.0,0.01284796573875803
403534,1,0.0,0.0,83.0,0.012048192771084338
403535,2,0.0,0.0,3173.0,0.0006303183107469272
403538,1,0.0,-1.5900000000000034,79.0,0.012658227848101266
403552,74,0.17567567567567569,140.632,7803.0,0.009483531974881457
403554,2,0.0,0.0,912.0,0.0021929824561403508
403559,1,0.0,0.0,2192.0,0.0004562043795620438
403561,2,1.0,2.0,369.0,0.005420054200542005
403564,1,0.0,0.0,281.0,0.0035587188612099642
403567,1,0.0,0.0,235.0,0.00425531914893617
403568,2,0.5,6.0,264.0,0.007575757575757576
403571,3,0.0,0.0,1487.0,0.0020174848688634837
403572,2,0.0,0.0,2671.0,0.0007487832272557095
403573,1,0.0,0.0,111.0,0.009009009009009009
403574,1,0.0,0.0,59.0,0.01694915254237288
403575,1,0.0,0.0,217.0,0.004608294930875576
403577,1,1.0,1.0,1788.0,0.0005592841163310962
403580,3,0.3333333333333333,5.0,2004.0,0.0014970059880239522
403583,2,0.0,0.0,2281.0,0.0008768084173608067
403584,1,0.0,0.0,294.0,0.003401360544217687
403585,8,0.375,16.0,4672.0,0.0017123287671232876
403586,1,1.0,8.0,623.0,0.0016051364365971107
403587,2,0.0,0.0,885.0,0.0022598870056497176
403589,7,0.14285714285714285,6.0,2402.0,0.0029142381348875937
403590,3,0.0,0.0,1487.0,0.0020174848688634837
403595,2,0.0,0.0,837.0,0.0023894862604540022
403597,23,0.0,0.0,1790.0,0.012849162011173185
403598,1,0.0,0.0,771.0,0.0012970168612191958
403604,1,0.0,0.0,20.0,0.05
403606,3,0.0,0.0,1205.0,0.0024896265560165973
403610,1,0.0,0.0,658.0,0.001519756838905775
403615,24,0.20833333333333334,5.0,3745.0,0.006408544726301735
403630,1,0.0,0.0,334.0,0.0029940119760479044
403693,1,0.0,0.0,23.0,0.043478260869565216
403695,1,0.0,0.0,1627.0,0.0006146281499692685
403713,1,0.0,0.0,97.0,0.010309278350515464
403717,1,0.0,0.0,6.0,0.16666666666666666
403725,1,0.0,0.0,7.0,0.14285714285714285
403735,1,0.0,0.0,42.0,0.023809523809523808
403737,4,0.0,0.0,1052.0,0.0038022813688212928
403738,3,0.0,0.0,413.0,0.007263922518159807
403741,1,0.0,0.0,16.0,0.0625
403742,15,0.06666666666666667,80.0,1997.0,0.007511266900350526
403744,426,0.028169014084507043,44.0,9972.0,0.04271961492178099
403751,5,0.0,0.0,1315.0,0.0038022813688212928
403752,3,0.0,0.0,556.0,0.00539568345323741
403758,1,0.0,0.0,9163.0,0.00010913456291607552
403759,1,0.0,0.0,236.0,0.00423728813559322
403764,1,0.0,0.0,56.0,0.017857142857142856
403783,7,0.0,0.0,2841.0,0.0024639211545230554
403789,3,0.0,0.0,821.0,0.0036540803897685747
403791,1,0.0,-0.07000000000000006,191.0,0.005235602094240838
403795,1,0.0,0.0,113.0,0.008849557522123894
403798,1,0.0,0.0,2281.0,0.00043840420868040335
403805,2,0.0,0.0,2001.0,0.0009995002498750624
403806,3,0.0,0.0,890.0,0.0033707865168539327
403809,4,0.0,0.0,1447.0,0.0027643400138217
403826,1,1.0,5.0,632.0,0.0015822784810126582
403827,1,0.0,0.0,428.0,0.002336448598130841
403832,13,0.0,0.0,8041.0,0.0016167143390125606
403833,2,0.0,0.0,2182.0,0.0009165902841429881
403834,11,0.0,0.0,1982.0,0.005549949545913219
403835,7,0.2857142857142857,8.452,567.0,0.012345679012345678
403836,21,0.19047619047619047,36.068,1098.0,0.01912568306010929
403839,1,0.0,0.0,876.0,0.001141552511415525
403841,1,0.0,0.0,120.0,0.008333333333333333
403845,1,0.0,0.0,317.0,0.0031545741324921135
403866,1,0.0,0.0,73.0,0.0136986301369863
403867,1,0.0,0.0,1789.0,0.0005589714924538849
403873,5,0.0,0.0,927.0,0.005393743257820928
403879,1,0.0,0.0,1489.0,0.000671591672263264
403883,2,0.0,0.0,1496.0,0.001336898395721925
403887,1,0.0,0.0,563.0,0.0017761989342806395
403888,4,0.0,0.0,957.0,0.0041797283176593526
403892,2,0.0,0.0,911.0,0.0021953896816684962
403893,2,0.0,0.0,591.0,0.00338409475465313
403894,1,0.0,0.0,802.0,0.0012468827930174563
403901,1,1.0,12.0,172.0,0.005813953488372093
403902,2,0.0,0.0,444.0,0.0045045045045045045
403906,1,0.0,0.0,19.0,0.05263157894736842
403907,2,0.0,0.0,619.0,0.0032310177705977385
403909,1,0.0,0.0,547.0,0.0018281535648994515
403917,8,0.0,0.0,1022.0,0.007827788649706457
403918,4,0.0,0.0,1140.0,0.0035087719298245615
403919,3,0.0,0.0,831.0,0.0036101083032490976
403921,3,0.0,0.0,425.0,0.007058823529411765
403925,4,0.0,0.0,2398.0,0.0016680567139282735
403926,3,0.0,0.0,3034.0,0.000988793671720501
403930,7,0.14285714285714285,210.0,9717.0,0.00072038695070495
403933,1,0.0,0.0,123.0,0.008130081300813009
403938,2,0.0,0.0,235.0,0.00851063829787234
403939,1,0.0,0.0,138.0,0.007246376811594203
403943,5,0.0,0.0,1053.0,0.004748338081671415
403948,10,0.0,0.0,1635.0,0.0061162079510703364
403949,23,0.0,0.0,2757.0,0.008342401160681901
403951,1,0.0,0.0,334.0,0.0029940119760479044
403952,1,0.0,0.0,836.0,0.0011961722488038277
403962,1,1.0,4.0,149.0,0.006711409395973154
403963,1,0.0,0.0,22.0,0.045454545454545456
403970,1,0.0,0.0,24.0,0.041666666666666664
403992,1,0.0,0.0,1218.0,0.0008210180623973727
403994,1,0.0,0.0,100.0,0.01
403997,1,0.0,0.0,323.0,0.0030959752321981426
404000,3,0.0,0.0,1689.0,0.0017761989342806395
404008,1,0.0,0.0,585.0,0.0017094017094017094
404009,2,0.0,0.0,4745.0,0.00042149631190727084
404012,1,0.0,0.0,1.0,1.0
404013,1,0.0,0.0,1.0,1.0
