product_code,temperature_condition,min_temperature,max_temperature,temperature_range,freshness_category,is_perishable
5411188115434,8,18.0,22.0,4.0,low_sensitivity,0
5413476908247,7,-24.0,-18.0,6.0,low_sensitivity,0
6414202010257,8,3.0,22.0,19.0,low_sensitivity,0
6413466101602,8,18.0,22.0,4.0,low_sensitivity,0
4006508980567,8,1.0,25.0,24.0,low_sensitivity,0
7322540656688,8,,,,low_sensitivity,0
6413446001687,8,18.0,22.0,4.0,low_sensitivity,0
6416124690005,4,2.0,4.0,2.0,medium_sensitivity,1
7311310045395,8,5.0,25.0,20.0,low_sensitivity,0
8001250180889,8,15.0,22.0,7.0,low_sensitivity,0
7322540539981,8,,,,low_sensitivity,0
6405263052010,7,-25.0,-18.0,7.0,low_sensitivity,0
6408430213498,4,,,,medium_sensitivity,1
6413466101503,8,18.0,22.0,4.0,low_sensitivity,0
6430031895674,3,2.0,6.0,4.0,high_sensitivity,1
6411501985323,8,,,,low_sensitivity,0
6409100076580,4,3.0,6.0,3.0,medium_sensitivity,1
6408430011674,8,,,,low_sensitivity,0
6430038090690,7,-18.0,-18.0,0.0,low_sensitivity,0
2358570600000,2,0.0,6.0,6.0,high_sensitivity,1
2050000070938,4,,,,medium_sensitivity,1
6420614280294,8,,,,low_sensitivity,0
2378240000000,4,5.0,8.0,3.0,medium_sensitivity,1
6430031895612,3,2.0,6.0,4.0,high_sensitivity,1
8717154061093,7,-22.0,-18.0,4.0,low_sensitivity,0
6436501037957,8,,,,low_sensitivity,0
5201350413150,8,,,,low_sensitivity,0
17392555502536,8,3.0,20.0,17.0,low_sensitivity,0
6405096400071,3,2.0,6.0,4.0,high_sensitivity,1
3011248480285,8,,,,low_sensitivity,0
4014868007800,8,,,,low_sensitivity,0
9002540036694,8,4.0,25.0,21.0,low_sensitivity,0
6409100051761,3,3.0,6.0,3.0,high_sensitivity,1
6408430212958,4,,,,medium_sensitivity,1
6409100279066,7,-18.0,-18.0,0.0,low_sensitivity,0
17392555502543,8,2.0,20.0,18.0,low_sensitivity,0
6414201715771,8,3.0,22.0,19.0,low_sensitivity,0
6408431302825,4,,,,medium_sensitivity,1
6438207011620,4,4.0,8.0,4.0,medium_sensitivity,1
6430038096012,7,,-18.0,,low_sensitivity,0
6413466121808,8,18.0,22.0,4.0,low_sensitivity,0
6408430100811,4,,,,medium_sensitivity,1
6420260865210,7,-25.0,-18.0,7.0,low_sensitivity,0
6408430339327,4,,,,medium_sensitivity,1
17392555502529,8,2.0,20.0,18.0,low_sensitivity,0
6436501037964,8,,,,low_sensitivity,0
6416177032210,7,18.0,22.0,4.0,low_sensitivity,0
6407870073754,4,5.0,8.0,3.0,medium_sensitivity,1
6436501003778,8,5.0,22.0,17.0,low_sensitivity,0
5705518155505,7,-18.0,-18.0,0.0,low_sensitivity,0
8015713201615,8,,,,low_sensitivity,0
2380131600000,1,0.0,3.0,3.0,high_sensitivity,1
2356911700000,1,0.0,4.0,4.0,high_sensitivity,1
6430031895551,3,2.0,6.0,4.0,high_sensitivity,1
6408430213467,4,,,,medium_sensitivity,1
2379776400000,2,4.0,6.0,2.0,high_sensitivity,1
6408430028283,4,,,,medium_sensitivity,1
3036810207589,8,2.0,25.0,23.0,low_sensitivity,0
6411200208921,4,2.0,8.0,6.0,medium_sensitivity,1
2356918600000,1,0.0,4.0,4.0,high_sensitivity,1
9002540045733,8,,,,low_sensitivity,0
7321011699230,8,,,,low_sensitivity,0
6410840055032,8,18.0,22.0,4.0,low_sensitivity,0
6408430100866,4,,,,medium_sensitivity,1
6408430213207,4,,,,medium_sensitivity,1
6430031895599,3,2.0,6.0,4.0,high_sensitivity,1
2378402600000,4,5.0,8.0,3.0,medium_sensitivity,1
6405708000484,3,,,,high_sensitivity,1
6413467216305,7,-25.0,-18.0,7.0,low_sensitivity,0
6410380096205,7,-25.0,-18.0,7.0,low_sensitivity,0
6408430213214,4,,,,medium_sensitivity,1
6405691685019,2,0.0,4.0,4.0,high_sensitivity,1
6408430015016,4,,,,medium_sensitivity,1
6413300917611,4,4.0,8.0,4.0,medium_sensitivity,1
6430048450231,3,0.0,8.0,8.0,high_sensitivity,1
2378417700000,4,5.0,8.0,3.0,medium_sensitivity,1
9002540036045,8,4.0,25.0,21.0,low_sensitivity,0
8001250120595,8,,,,low_sensitivity,0
6413466101404,8,18.0,22.0,4.0,low_sensitivity,0
7321031699227,8,,,,low_sensitivity,0
6407970010949,2,3.0,6.0,3.0,high_sensitivity,1
5013168509822,8,,,,low_sensitivity,0
2378144900000,4,5.0,8.0,3.0,medium_sensitivity,1
6437005074769,7,-25.0,-18.0,7.0,low_sensitivity,0
6412000045822,3,2.0,6.0,4.0,high_sensitivity,1
5011268907944,8,,,,low_sensitivity,0
6409290006107,7,,-18.0,,low_sensitivity,0
6430048450286,3,0.0,8.0,8.0,high_sensitivity,1
6405263040659,7,-25.0,-18.0,7.0,low_sensitivity,0
6416177033507,7,,,,low_sensitivity,0
6411301166182,8,1.0,25.0,24.0,low_sensitivity,0
6408430100774,8,,,,low_sensitivity,0
6407880081275,4,5.0,8.0,3.0,medium_sensitivity,1
6415130019923,8,0.0,25.0,25.0,low_sensitivity,0
6408430339648,4,,,,medium_sensitivity,1
6415130027997,8,0.0,25.0,25.0,low_sensitivity,0
2378406400000,4,5.0,8.0,3.0,medium_sensitivity,1
7615400156399,8,0.0,40.0,40.0,low_sensitivity,0
6438207011781,8,4.0,20.0,16.0,low_sensitivity,0
3011248480247,8,,,,low_sensitivity,0
6405708000460,3,,,,high_sensitivity,1
6405263040048,7,-25.0,-18.0,7.0,low_sensitivity,0
6430041499824,7,,,,low_sensitivity,0
6438207111160,7,-22.0,-18.0,4.0,low_sensitivity,0
8007413703360,8,,,,low_sensitivity,0
5011268907937,8,,,,low_sensitivity,0
6408430213238,4,,,,medium_sensitivity,1
9002540036557,8,,,,low_sensitivity,0
6438207111610,4,4.0,8.0,4.0,medium_sensitivity,1
2378204400000,4,5.0,8.0,3.0,medium_sensitivity,1
7310390046506,8,18.0,22.0,4.0,low_sensitivity,0
15765228254759,8,,,,low_sensitivity,0
4025281307569,8,,,,low_sensitivity,0
8712100926792,8,18.0,22.0,4.0,low_sensitivity,0
3389133000734,7,,,,low_sensitivity,0
2458571300000,2,0.0,6.0,6.0,high_sensitivity,1
2378406800000,4,5.0,8.0,3.0,medium_sensitivity,1
5032722640986,8,,,,low_sensitivity,0
6410389978700,7,-25.0,-18.0,7.0,low_sensitivity,0
6409100074777,3,3.0,6.0,3.0,high_sensitivity,1
16416710030380,8,18.0,20.0,2.0,low_sensitivity,0
3395321005108,8,16.0,18.0,2.0,low_sensitivity,0
8714793188044,8,,,,low_sensitivity,0
6413300017656,3,2.0,6.0,4.0,high_sensitivity,1
6413467216206,7,-25.0,-18.0,7.0,low_sensitivity,0
3395321018955,8,,,,low_sensitivity,0
6412500013468,8,16.0,18.0,2.0,low_sensitivity,0
7322540539929,8,,,,low_sensitivity,0
7071848006748,8,15.0,20.0,5.0,low_sensitivity,0
6417941102085,8,,,,low_sensitivity,0
6405366001694,3,2.0,6.0,4.0,high_sensitivity,1
6438207011460,8,4.0,22.0,18.0,low_sensitivity,0
6413467215704,8,18.0,22.0,4.0,low_sensitivity,0
6430031895575,3,2.0,6.0,4.0,high_sensitivity,1
6410389978809,7,-25.0,-18.0,7.0,low_sensitivity,0
6416453435360,8,16.0,20.0,4.0,low_sensitivity,0
6430048450309,3,2.0,6.0,4.0,high_sensitivity,1
6414201711926,8,3.0,22.0,19.0,low_sensitivity,0
6408430014996,4,,,,medium_sensitivity,1
2392494400000,3,2.0,6.0,4.0,high_sensitivity,1
6408431302818,4,,,,medium_sensitivity,1
6430048450279,3,0.0,8.0,8.0,high_sensitivity,1
6408430100309,4,,,,medium_sensitivity,1
2391169800000,7,-18.0,-18.0,0.0,low_sensitivity,0
7322540394092,8,,,,low_sensitivity,0
6408430011667,4,,,,medium_sensitivity,1
6436501037773,8,10.0,16.0,6.0,low_sensitivity,0
16416710030335,8,15.0,20.0,5.0,low_sensitivity,0
6408430339303,4,,,,medium_sensitivity,1
6408430030439,4,,,,medium_sensitivity,1
17392555502574,8,2.0,20.0,18.0,low_sensitivity,0
17392555502567,8,2.0,22.0,20.0,low_sensitivity,0
6420900003316,8,18.0,22.0,4.0,low_sensitivity,0
6436501037834,8,10.0,19.0,9.0,low_sensitivity,0
6430038096036,7,,,,low_sensitivity,0
2378405700000,4,5.0,8.0,3.0,medium_sensitivity,1
7622200321353,8,10.0,20.0,10.0,low_sensitivity,0
8853662056012,8,,,,low_sensitivity,0
2050000071904,8,,,,low_sensitivity,0
6424908115057,8,18.0,22.0,4.0,low_sensitivity,0
6408431302849,4,,,,medium_sensitivity,1
6430011813384,8,18.0,22.0,4.0,low_sensitivity,0
6410840055285,8,18.0,22.0,4.0,low_sensitivity,0
6407860065974,4,5.0,8.0,3.0,medium_sensitivity,1
6416453418806,8,,,,low_sensitivity,0
6408430014989,4,,,,medium_sensitivity,1
6405708000477,3,,,,high_sensitivity,1
6408430140732,4,,,,medium_sensitivity,1
6416124778451,2,2.0,4.0,2.0,high_sensitivity,1
4028159025589,8,10.0,25.0,15.0,low_sensitivity,0
27394376614808,8,4.0,20.0,16.0,low_sensitivity,0
16416710300735,3,2.0,6.0,4.0,high_sensitivity,1
5711953014376,4,4.0,8.0,4.0,medium_sensitivity,1
7322540660791,8,,,,low_sensitivity,0
6410600154197,8,,,,low_sensitivity,0
6415130020134,8,0.0,25.0,25.0,low_sensitivity,0
754631530206,8,,,,low_sensitivity,0
6408430213221,4,,,,medium_sensitivity,1
6416748311201,7,-22.0,-18.0,4.0,low_sensitivity,0
6416177080211,7,-22.0,-18.0,4.0,low_sensitivity,0
6408430213429,4,,,,medium_sensitivity,1
6408430000500,8,,,,low_sensitivity,0
2378413500000,4,5.0,8.0,3.0,medium_sensitivity,1
2378406600000,4,5.0,8.0,3.0,medium_sensitivity,1
6408430858569,7,,,,low_sensitivity,0
6408431302863,4,,,,medium_sensitivity,1
6409100074692,3,3.0,6.0,3.0,high_sensitivity,1
8001250060341,8,,,,low_sensitivity,0
16416710510103,8,18.0,22.0,4.0,low_sensitivity,0
9002540037813,8,,,,low_sensitivity,0
6410840055063,8,18.0,22.0,4.0,low_sensitivity,0
6411410087590,8,22.0,26.0,4.0,low_sensitivity,0
6410600154166,8,,,,low_sensitivity,0
6408430014958,4,,,,medium_sensitivity,1
8001250220042,8,,,,low_sensitivity,0
6413300917642,4,4.0,8.0,4.0,medium_sensitivity,1
6408431302832,4,,,,medium_sensitivity,1
6416124609311,4,2.0,4.0,2.0,medium_sensitivity,1
6414201713524,8,3.0,22.0,19.0,low_sensitivity,0
6416124764003,2,2.0,4.0,2.0,high_sensitivity,1
8715331006165,7,,,,low_sensitivity,0
6414201703624,8,3.0,22.0,19.0,low_sensitivity,0
9002540036892,8,,,,low_sensitivity,0
6417941102191,8,,,,low_sensitivity,0
2050000071935,8,,,,low_sensitivity,0
6413466121907,8,18.0,22.0,4.0,low_sensitivity,0
6438207111450,8,4.0,22.0,18.0,low_sensitivity,0
6413467231209,7,-25.0,-18.0,7.0,low_sensitivity,0
6415350014623,4,,,,medium_sensitivity,1
4006034263783,4,2.0,7.0,5.0,medium_sensitivity,1
15765228100148,8,,,,low_sensitivity,0
7321031706352,8,,,,low_sensitivity,0
6408430310753,4,,,,medium_sensitivity,1
6430034013761,8,1.0,28.0,27.0,low_sensitivity,0
6416796729737,8,5.0,20.0,15.0,low_sensitivity,0
6430038097033,7,-18.0,-18.0,0.0,low_sensitivity,0
6408430214129,4,,,,medium_sensitivity,1
6408430850167,7,,,,low_sensitivity,0
7615400170784,8,0.0,40.0,40.0,low_sensitivity,0
6412000041312,3,2.0,6.0,4.0,high_sensitivity,1
6410600158867,8,,,,low_sensitivity,0
8004360962482,8,,,,low_sensitivity,0
6413300018011,4,4.0,8.0,4.0,medium_sensitivity,1
8694064001701,8,,,,low_sensitivity,0
6411200209126,8,,,,low_sensitivity,0
2356911100000,1,0.0,4.0,4.0,high_sensitivity,1
6413446004961,8,18.0,21.0,3.0,low_sensitivity,0
6420612879513,8,,,,low_sensitivity,0
6405263060312,7,-25.0,-18.0,7.0,low_sensitivity,0
8004360958751,8,,,,low_sensitivity,0
6408431303129,4,,,,medium_sensitivity,1
18850620888019,8,,,,low_sensitivity,0
6407880083118,4,5.0,8.0,3.0,medium_sensitivity,1
4891342720185,8,,,,low_sensitivity,0
6416796729720,8,5.0,20.0,15.0,low_sensitivity,0
8005110020001,8,,,,low_sensitivity,0
6416453618152,8,18.0,22.0,4.0,low_sensitivity,0
6430038097019,7,-18.0,-18.0,0.0,low_sensitivity,0
6436501036974,8,10.0,14.0,4.0,low_sensitivity,0
6430034011972,8,1.0,28.0,27.0,low_sensitivity,0
5765228127957,8,2.0,25.0,23.0,low_sensitivity,0
6405244901740,7,18.0,22.0,4.0,low_sensitivity,0
7322551090273,8,10.0,25.0,15.0,low_sensitivity,0
7035961869055,8,,,,low_sensitivity,0
5203224000411,8,18.0,22.0,4.0,low_sensitivity,0
6410840033054,8,18.0,22.0,4.0,low_sensitivity,0
15412514999879,8,5.0,25.0,20.0,low_sensitivity,0
8718781821333,8,,,,unknown,0
2392495300000,3,2.0,6.0,4.0,high_sensitivity,1
7313845113266,4,,,,medium_sensitivity,1
6408430000487,4,,,,medium_sensitivity,1
3503780007797,8,0.0,25.0,25.0,low_sensitivity,0
7392055020113,7,,-18.0,,low_sensitivity,0
5013635102815,8,,,,low_sensitivity,0
6416453428225,8,18.0,22.0,4.0,low_sensitivity,0
6410600163458,8,,,,low_sensitivity,0
7394379758314,8,18.0,22.0,4.0,low_sensitivity,0
6437005074899,8,18.0,22.0,4.0,low_sensitivity,0
6413467233395,7,-25.0,-18.0,7.0,low_sensitivity,0
8710411045201,8,,,,low_sensitivity,0
6408430026333,4,,,,medium_sensitivity,1
2358525400000,1,,,,high_sensitivity,1
7322540594805,8,,,,low_sensitivity,0
6408430339730,4,,,,medium_sensitivity,1
7394376616037,8,2.0,20.0,18.0,low_sensitivity,0
6430014212238,8,2.0,6.0,4.0,low_sensitivity,0
7310050202396,8,,22.0,,low_sensitivity,0
6420256420942,8,5.0,30.0,25.0,low_sensitivity,0
8032993730437,8,,,,low_sensitivity,0
16416710410052,8,18.0,22.0,4.0,low_sensitivity,0
6408430170494,4,,,,medium_sensitivity,1
6412501073027,8,16.0,18.0,2.0,low_sensitivity,0
9002515599834,8,,,,low_sensitivity,0
7615400159352,8,0.0,40.0,40.0,low_sensitivity,0
8717703613476,8,,,,low_sensitivity,0
5701027004372,8,18.0,22.0,4.0,low_sensitivity,0
2356949600000,9,0.0,2.0,2.0,low_sensitivity,0
8005110554209,8,,,,low_sensitivity,0
6405708000569,7,,,,low_sensitivity,0
6430048455250,4,0.0,8.0,8.0,medium_sensitivity,1
6408430213795,4,,,,medium_sensitivity,1
5711953026348,4,2.0,8.0,6.0,medium_sensitivity,1
6408431303204,4,,,,medium_sensitivity,1
883314419924,8,,,,low_sensitivity,0
7394379766937,8,18.0,22.0,4.0,low_sensitivity,0
5765228290828,8,8.0,25.0,17.0,low_sensitivity,0
6408430024933,4,,,,medium_sensitivity,1
7331217011088,8,18.0,22.0,4.0,low_sensitivity,0
8717703624700,8,,,,low_sensitivity,0
6412000015917,8,18.0,22.0,4.0,low_sensitivity,0
18410764030752,1,,,,high_sensitivity,1
6416124609588,2,2.0,4.0,2.0,high_sensitivity,1
7035961869024,8,,,,low_sensitivity,0
7321031716931,8,,,,low_sensitivity,0
6408431303181,4,,,,medium_sensitivity,1
3503780007377,8,0.0,25.0,25.0,low_sensitivity,0
6408431303075,4,,,,medium_sensitivity,1
070177077693,8,18.0,22.0,4.0,low_sensitivity,0
7321011706365,8,,,,low_sensitivity,0
6407870070456,4,5.0,8.0,3.0,medium_sensitivity,1
2356941200000,8,0.0,2.0,2.0,low_sensitivity,0
6405694000024,4,,,,medium_sensitivity,1
8850213107506,8,,,,low_sensitivity,0
8032993730482,8,,,,low_sensitivity,0
5017689173951,8,,,,low_sensitivity,0
6408430213863,4,,,,medium_sensitivity,1
6408431303150,4,,,,medium_sensitivity,1
3165440002940,8,18.0,22.0,4.0,low_sensitivity,0
6406510921158,3,2.0,6.0,4.0,high_sensitivity,1
7311310046835,8,5.0,25.0,20.0,low_sensitivity,0
8712100229961,8,18.0,22.0,4.0,low_sensitivity,0
6408430871339,4,,,,medium_sensitivity,1
8429671000119,8,,,,low_sensitivity,0
5701027004334,8,18.0,22.0,4.0,low_sensitivity,0
2356943300000,1,0.0,2.0,2.0,high_sensitivity,1
7322540394351,8,,,,low_sensitivity,0
6408430690183,4,,,,medium_sensitivity,1
6430034011101,8,1.0,28.0,27.0,low_sensitivity,0
8888757106006,8,,,,low_sensitivity,0
8715035110540,8,18.0,22.0,4.0,low_sensitivity,0
6436501001897,8,10.0,16.0,6.0,low_sensitivity,0
6430014212214,4,2.0,6.0,4.0,medium_sensitivity,1
15765228128944,8,2.0,25.0,23.0,low_sensitivity,0
6430048450224,3,0.0,8.0,8.0,high_sensitivity,1
6408431303334,4,,,,medium_sensitivity,1
16416710410069,8,18.0,22.0,4.0,low_sensitivity,0
5760466961042,2,4.0,8.0,4.0,high_sensitivity,1
6436501040766,8,10.0,14.0,4.0,low_sensitivity,0
9016900024511,8,10.0,20.0,10.0,low_sensitivity,0
9002515599810,8,,,,low_sensitivity,0
7321011702695,8,,,,low_sensitivity,0
8004360078688,8,,,,low_sensitivity,0
6408430170470,8,,,,low_sensitivity,0
6420256421321,8,5.0,25.0,20.0,low_sensitivity,0
6417964483239,8,5.0,25.0,20.0,low_sensitivity,0
6430038090409,7,-18.0,-18.0,0.0,low_sensitivity,0
6405708000576,7,,,,low_sensitivity,0
2356949700000,1,0.0,2.0,2.0,high_sensitivity,1
6407850057279,4,5.0,8.0,3.0,medium_sensitivity,1
6416710410031,8,18.0,22.0,4.0,low_sensitivity,0
6413300017977,4,4.0,8.0,4.0,medium_sensitivity,1
6436501022342,8,15.0,20.0,5.0,low_sensitivity,0
6408430011681,8,,,,low_sensitivity,0
6413300918168,4,2.0,22.0,20.0,medium_sensitivity,1
4002823008498,8,-25.0,-18.0,7.0,low_sensitivity,0
6408430000494,4,,,,medium_sensitivity,1
6430053060104,5,,,,medium_sensitivity,1
6417700055683,8,18.0,22.0,4.0,low_sensitivity,0
8718781821319,8,,,,unknown,0
8001250310347,8,,,,low_sensitivity,0
8411814206878,3,,,,high_sensitivity,1
6408431303082,4,,,,medium_sensitivity,1
6408431303143,4,,,,medium_sensitivity,1
16416710410045,8,18.0,22.0,4.0,low_sensitivity,0
7392055040487,7,,-18.0,,low_sensitivity,0
6408430030026,4,,,,medium_sensitivity,1
13291810022564,7,-18.0,,,low_sensitivity,0
8004360078152,8,,,,low_sensitivity,0
6408431303068,4,,,,medium_sensitivity,1
6430038097026,7,-18.0,-18.0,0.0,low_sensitivity,0
7394379758352,8,18.0,22.0,4.0,low_sensitivity,0
6416345083211,7,-25.0,-18.0,7.0,low_sensitivity,0
8852646005121,8,,,,low_sensitivity,0
5701027004129,8,18.0,22.0,4.0,low_sensitivity,0
6413300817867,4,4.0,8.0,4.0,medium_sensitivity,1
5206759011006,8,,,,low_sensitivity,0
16416710220026,8,18.0,22.0,4.0,low_sensitivity,0
6417964482119,8,5.0,35.0,30.0,low_sensitivity,0
18850030020016,8,,,,low_sensitivity,0
6414504660754,8,18.0,22.0,4.0,low_sensitivity,0
8850030001209,8,,,,low_sensitivity,0
7035961869079,8,,,,low_sensitivity,0
6430053060005,5,,,,medium_sensitivity,1
6437005076909,7,-25.0,-18.0,7.0,low_sensitivity,0
2358524700000,7,,,,low_sensitivity,0
6415350015149,4,,,,medium_sensitivity,1
070177521318,8,18.0,22.0,4.0,low_sensitivity,0
6408430339457,4,,,,medium_sensitivity,1
15711953023986,4,4.0,8.0,4.0,medium_sensitivity,1
8717703617542,8,,,,unknown,0
6436501040469,8,,,,low_sensitivity,0
9002540035352,8,4.0,25.0,21.0,low_sensitivity,0
6420612879506,8,,,,low_sensitivity,0
6414504689489,8,,,,low_sensitivity,0
6408430011643,8,,,,low_sensitivity,0
6412000048786,7,-25.0,-18.0,7.0,low_sensitivity,0
7393107650128,8,,,,low_sensitivity,0
6417964081831,8,5.0,25.0,20.0,low_sensitivity,0
6408430213931,4,,,,medium_sensitivity,1
7393107653693,8,,,,low_sensitivity,0
6416453416949,8,,,,low_sensitivity,0
7615400103591,8,6.0,35.0,29.0,low_sensitivity,0
6407860063093,3,5.0,8.0,3.0,high_sensitivity,1
6410600175659,8,,,,low_sensitivity,0
4004764963683,8,,,,low_sensitivity,0
6418622000317,4,,,,medium_sensitivity,1
8004360078121,8,,,,low_sensitivity,0
5206759041010,8,,,,low_sensitivity,0
7321011715442,8,,,,low_sensitivity,0
8411814206885,3,,,,high_sensitivity,1
6413467233494,7,-25.0,-18.0,7.0,low_sensitivity,0
6416796729805,8,5.0,20.0,15.0,low_sensitivity,0
070177521417,8,18.0,22.0,4.0,low_sensitivity,0
6407870076557,4,5.0,8.0,3.0,medium_sensitivity,1
7611160501271,8,,,,low_sensitivity,0
7310865094780,4,4.0,8.0,4.0,medium_sensitivity,1
6416584514903,8,,,,low_sensitivity,0
18850030000483,8,,,,low_sensitivity,0
6415350016573,4,,,,medium_sensitivity,1
6416584414470,8,,,,low_sensitivity,0
6417808456092,4,2.0,8.0,6.0,medium_sensitivity,1
7611243133627,8,,,,low_sensitivity,0
5000204818703,8,5.0,25.0,20.0,low_sensitivity,0
7322551038039,8,10.0,25.0,15.0,low_sensitivity,0
6418400086069,8,,,,low_sensitivity,0
6416584428736,8,,,,low_sensitivity,0
6408430214419,4,,,,medium_sensitivity,1
6408430101306,4,,,,medium_sensitivity,1
8594026929855,8,0.0,40.0,40.0,low_sensitivity,0
4015400700067,8,,,,low_sensitivity,0
3253920404008,8,,,,low_sensitivity,0
40044738045368,8,,,,low_sensitivity,0
6416584324366,8,,,,low_sensitivity,0
6414504689830,8,,,,low_sensitivity,0
7310520004888,8,18.0,22.0,4.0,low_sensitivity,0
8591346309992,7,-20.0,-18.0,2.0,low_sensitivity,0
6408430140800,4,,,,medium_sensitivity,1
7615400739592,8,-12.0,35.0,47.0,low_sensitivity,0
6414504689649,8,,,,low_sensitivity,0
6405263040512,7,-25.0,-18.0,7.0,low_sensitivity,0
16416710510042,8,18.0,22.0,4.0,low_sensitivity,0
6406970000837,3,2.0,6.0,4.0,high_sensitivity,1
5017689239954,8,,,,low_sensitivity,0
6416584514910,8,,,,low_sensitivity,0
6408430140817,4,,,,medium_sensitivity,1
5060050030407,8,18.0,25.0,7.0,low_sensitivity,0
6417808347529,8,0.0,6.0,6.0,low_sensitivity,0
8934746053896,8,,,,low_sensitivity,0
6430053060432,5,,,,medium_sensitivity,1
6438207112761,8,6.0,22.0,16.0,low_sensitivity,0
501768917796,8,,,,low_sensitivity,0
6430048450491,3,0.0,8.0,8.0,high_sensitivity,1
6431906729438,7,-25.0,-18.0,7.0,low_sensitivity,0
6411635060262,8,,,,low_sensitivity,0
6416584227322,8,,,,low_sensitivity,0
6414300022534,8,,,,low_sensitivity,0
6416584227254,8,,,,low_sensitivity,0
6414504690553,8,,,,low_sensitivity,0
8936044400068,8,,,,low_sensitivity,0
15765228101138,8,,,,low_sensitivity,0
6416584414463,8,,,,low_sensitivity,0
4005975039716,7,,-18.0,,low_sensitivity,0
8852646006036,8,,,,low_sensitivity,0
6416584414609,8,,,,low_sensitivity,0
6405263060343,7,-25.0,-18.0,7.0,low_sensitivity,0
5711953035593,4,4.0,8.0,4.0,medium_sensitivity,1
5900652850754,7,,,,low_sensitivity,0
15765228351021,8,5.0,25.0,20.0,low_sensitivity,0
8888003190506,7,,,,low_sensitivity,0
6416584428750,8,,,,low_sensitivity,0
8712445440342,7,,,,low_sensitivity,0
4742231004537,3,,,,high_sensitivity,1
8850030190613,8,,,,low_sensitivity,0
6430103965427,7,-30.0,-18.0,12.0,low_sensitivity,0
6416584414487,8,,,,low_sensitivity,0
5000204817263,8,5.0,25.0,20.0,low_sensitivity,0
6416584414531,8,,,,low_sensitivity,0
6418401684226,8,,,,low_sensitivity,0
6414504689762,8,,,,low_sensitivity,0
6417964481372,8,5.0,35.0,30.0,low_sensitivity,0
6414300089438,8,,,,low_sensitivity,0
7322540068498,8,,,,low_sensitivity,0
7611160501745,8,,,,low_sensitivity,0
6420615024668,8,,,,low_sensitivity,0
5907513020509,7,,,,low_sensitivity,0
7321031730067,8,,,,low_sensitivity,0
7321031747287,8,,,,low_sensitivity,0
6416661055992,8,-25.0,-18.0,7.0,low_sensitivity,0
8728200410154,8,,,,low_sensitivity,0
5997523312169,8,18.0,22.0,4.0,low_sensitivity,0
8851035821007,7,,,,low_sensitivity,0
6436501041374,8,10.0,16.0,6.0,low_sensitivity,0
28850035081323,8,,,,low_sensitivity,0
8720301102112,8,,,,low_sensitivity,0
6416584028400,8,,,,low_sensitivity,0
7611160506351,8,,,,low_sensitivity,0
16414400052827,8,,,,low_sensitivity,0
6411403875340,8,18.0,22.0,4.0,low_sensitivity,0
7311310045524,8,5.0,25.0,20.0,low_sensitivity,0
7613034862433,8,18.0,22.0,4.0,low_sensitivity,0
6407870074348,4,5.0,8.0,3.0,medium_sensitivity,1
8728200404016,8,,,,low_sensitivity,0
6414201703006,8,3.0,22.0,19.0,low_sensitivity,0
6438207112754,8,6.0,22.0,16.0,low_sensitivity,0
7311310045531,8,5.0,25.0,20.0,low_sensitivity,0
5000204818628,8,5.0,25.0,20.0,low_sensitivity,0
7615400103508,8,0.0,40.0,40.0,low_sensitivity,0
8936044400013,8,,,,low_sensitivity,0
6416584318211,8,,,,low_sensitivity,0
6416584428699,8,,,,low_sensitivity,0
6416584418676,8,,,,low_sensitivity,0
6416453431348,8,18.0,22.0,4.0,low_sensitivity,0
8413376035538,4,,,,medium_sensitivity,1
8888003090301,7,,,,low_sensitivity,0
8888003060915,7,,,,low_sensitivity,0
7615400050321,8,0.0,40.0,40.0,low_sensitivity,0
6414504686617,8,18.0,22.0,4.0,low_sensitivity,0
5017689703363,8,,,,low_sensitivity,0
4004311084991,7,-25.0,-18.0,7.0,low_sensitivity,0
6420256421307,8,,,,low_sensitivity,0
6416584514965,8,,,,low_sensitivity,0
7611160501783,8,,,,low_sensitivity,0
7611160600561,8,,,,low_sensitivity,0
838485013297,8,,,,low_sensitivity,0
6414504679619,8,,,,low_sensitivity,0
6416584414524,8,,,,low_sensitivity,0
6430025644899,8,5.0,24.0,19.0,low_sensitivity,0
6416584427302,8,,,,low_sensitivity,0
7611160501301,8,,,,low_sensitivity,0
7611160501240,8,,,,low_sensitivity,0
5705518769528,7,-25.0,-18.0,7.0,low_sensitivity,0
7321031747294,8,,,,low_sensitivity,0
7615400170852,8,0.0,40.0,40.0,low_sensitivity,0
8717703626476,8,,,,low_sensitivity,0
5705518769566,7,-18.0,-18.0,0.0,low_sensitivity,0
6437005082498,8,18.0,22.0,4.0,low_sensitivity,0
7615400169993,8,6.0,25.0,19.0,low_sensitivity,0
7611243244477,8,,,,low_sensitivity,0
5907513020097,7,,,,low_sensitivity,0
7611160501905,8,,,,low_sensitivity,0
8850043523514,8,,,,low_sensitivity,0
8001868015740,2,,,,high_sensitivity,1
8410076591883,8,18.0,22.0,4.0,low_sensitivity,0
8851035802006,7,,,,low_sensitivity,0
6411501987471,8,,,,low_sensitivity,0
5907513020103,7,,,,low_sensitivity,0
8413376038539,4,,,,medium_sensitivity,1
6416584814546,8,,,,low_sensitivity,0
7611160502094,8,,,,low_sensitivity,0
5705518769542,7,-25.0,-18.0,7.0,low_sensitivity,0
