product_code,supplier_id,order_count
403652,30280,5
403676,30514,43
403680,400409,25
403681,400122,4
403682,30073,45
403683,30133,3
403685,30527,9
403686,30019,4
403687,30446,1
403688,30446,2
403689,30446,3
403690,30446,1
403693,30298,6
403694,30446,2
403695,30023,3
403696,30470,9
403698,30446,4
403699,30446,5
403700,30446,2
403702,30446,1
403703,30446,1
403705,30446,1
403707,30168,5
403709,30064,2
403710,30064,17
403711,400032,38
403713,30064,94
403714,400181,74
403715,30251,53
403716,30023,6
403717,30490,8
403718,30490,4
403719,30490,6
403720,30490,2
403721,30490,5
403722,30461,1
403723,30461,29
403724,30461,21
403725,30461,5
403727,30282,1
403728,30453,4
403729,30461,8
403730,30461,5
403731,30461,12
403732,30461,7
403733,30445,1
403734,30445,1
403737,30422,8
403738,30059,44
403739,30251,7
403740,400032,60
403741,30162,14
403742,30526,25
403743,30526,21
403744,30432,263
403745,30077,70
403747,30145,16
403748,30251,64
403749,30251,1
403750,30554,144
403751,30554,219
403752,30554,163
403753,30531,3
403754,30273,61
403758,401149,3
403759,400435,94
403761,30492,6
403762,30380,6
403763,30023,2
403764,30554,40
403765,30554,108
403766,30243,122
403767,30585,3
403768,30585,18
403769,30554,7
403770,30554,21
403773,30194,276
403774,400298,24
403776,30517,19
403778,400123,28
403779,30133,7
403780,30133,6
403781,30553,10
403782,30540,7
403783,400181,91
403784,30407,9
403785,30365,11
403786,30530,19
403787,30425,8
403788,30540,12
403789,30278,32
403790,30198,28
403791,30198,126
403792,30459,18
403793,30459,4
403794,400123,10
403795,400283,12
403796,30554,121
403797,30459,1
403798,30492,37
403799,30198,12
403800,400163,89
403801,30117,2
403802,30554,254
403803,30554,8
403804,30554,253
403805,30554,190
403806,30073,24
403808,30493,2
403809,30198,111
403810,30048,8
403811,30048,8
403812,30243,14
403813,30018,8
403815,30048,22
403816,30048,42
403817,30105,16
403818,30243,2
403819,30243,2
403820,30553,24
403821,30064,118
403823,30407,3
403824,30048,117
403826,30030,239
403827,30044,124
403828,30080,19
403829,30295,9
403830,30331,4
403831,30162,9
403832,30200,111
403833,30200,106
403834,30200,66
403835,400120,80
403836,400120,188
403837,30048,1
403838,30018,20
403839,30018,12
403840,30243,28
403841,400032,14
403842,30251,8
403844,30550,18
403845,30519,19
403848,30524,1
403849,30524,3
403850,30524,5
403851,30524,3
403852,30524,3
403853,30524,2
403854,30524,1
403855,30524,1
403856,30524,2
403857,30524,1
403858,30524,2
403862,30524,1
403863,30251,33
403864,30048,17
403866,30554,67
403867,30198,1526
403868,30198,13
403869,30554,259
403870,30554,18
403871,30554,5
403872,30554,167
403873,30554,176
403874,30554,11
403875,30554,23
403876,30554,9
403877,30554,25
403878,30554,3
403879,30554,49
403880,30554,59
403881,30554,10
403882,30554,10
403883,400409,16
403884,30554,14
403885,400163,63
403886,30316,38
403887,30554,76
403888,30554,63
403889,30554,37
403890,30554,27
403891,30447,5
403892,30447,10
403893,30018,4
403894,30018,9
403896,30198,2
403897,30064,42
403898,30064,2
403900,30042,3
403901,30198,116
403902,400409,13
403903,401149,1
403906,30116,14
403907,30400,25
403908,400409,12
403909,400409,15
403911,30454,5
403912,30048,31
403914,30540,11
403917,30200,83
403918,30200,117
403919,30030,177
403920,30490,1
403921,400032,34
403922,30256,61
403923,30381,12
403924,30025,6
403925,30023,14
403926,30023,6
403927,30524,1
403928,30524,3
403929,30200,31
403930,30023,18
403931,30200,31
403932,30554,46
403933,30016,100
403938,30256,236
403939,30256,140
403940,30256,261
403941,30256,54
403942,30256,250
403943,30256,1046
403944,30256,143
403945,30453,21
403946,30397,5
403947,30541,1
403948,30520,46
403949,30520,38
403950,30475,54
403951,30256,322
403952,30256,828
403953,30256,25
403954,30048,7
403955,30048,2
403956,30048,67
403957,30018,6
403958,30512,22
403959,30027,2
403961,30172,3
403962,30172,3
403964,30172,1
403966,30172,3
403967,30172,2
403968,30172,2
403969,30172,2
403970,30172,3
403971,30172,2
403972,400205,16
403975,30282,7
403976,30282,10
403977,30282,27
403978,30282,5
403979,30064,676
403980,30251,3
403981,30016,53
403982,30282,7
403983,30282,7
403984,30016,10
403985,30016,46
403986,30016,21
403987,30016,20
403988,30016,6
403989,30282,8
403990,30077,16
403991,30077,21
403992,30554,307
403993,400282,1
403994,30554,93
403995,30554,33
403996,30243,1
403997,30006,22
403998,30554,25
403999,30554,287
404000,30251,50
404001,30282,17
404002,400163,1
404003,400163,1
404004,30257,18
404005,400476,9
404006,30257,4
404007,30527,24
404008,30527,24
404009,30025,8
404010,30080,15
404011,30080,13
404012,30080,1
404013,30548,2
404014,30064,95
404015,30256,2400
404016,30457,5
404017,30457,5
404018,30457,4
404019,30328,52
404020,30400,16
404021,400894,6
404022,30461,5
404023,400032,52
404024,30365,14
404026,30064,12
404029,30243,1
404030,30243,95
404031,30453,17
404032,30453,19
404033,30453,27
404034,30453,20
404035,400235,31
404036,30004,13
404037,30004,7
404038,30416,35
404039,30416,14
404040,30416,29
404041,30194,35
404042,30194,20
404043,30430,3
404044,30143,8
404045,30470,41
404046,30470,45
404047,30470,42
404048,30470,59
404049,30251,61
404050,30441,30
404051,30441,15
404052,30440,30
404053,30194,45
404054,30470,77
404055,30331,2
404058,400181,172
404059,400163,44
404060,400163,8
404061,30198,27
404063,30023,20
404064,30351,4
404067,30492,13
404069,30064,191
404070,30201,24
404071,30010,11
404073,400293,23
404074,30256,499
404075,30162,4
404076,30554,4
404077,30554,145
404078,30554,16
404079,30554,2
404080,30554,139
404081,30554,92
404082,30554,296
404083,30554,114
404084,30554,21
404085,30554,20
404086,30554,91
404087,30554,160
404088,30553,17
404089,30273,43
404090,30553,20
404091,30553,32
404092,30070,30
404093,30295,12
404095,30295,18
404096,400293,20
404097,30194,604
404098,30520,73
404099,30520,87
404100,30520,66
404101,30520,303
404102,30520,41
404104,30295,36
404105,30295,1
404106,30554,148
404107,30048,134
404108,30546,8
404109,30546,1
404110,30064,6
404111,30064,63
404112,30064,2
404113,30064,238
404114,30064,26
404115,30064,330
404118,30461,7
404119,30568,6
404120,30064,172
404121,30295,3
404123,30295,4
404124,30295,3
404125,30295,1
404126,30295,1
404127,30033,9
404128,30063,28
404131,30282,19
404134,30461,2
404136,30064,1
404137,30138,1
404138,30027,1
404139,30027,32
404140,30397,18
404141,30048,5
404142,30048,9
404143,30048,5
404144,30546,10
404146,30459,1
404147,30073,2
404148,30522,8
404149,30446,2
404151,30200,95
404152,30200,33
404153,30200,33
404154,30251,4
404155,30251,4
404156,400205,20
404157,30064,29
404158,400048,4
404159,30102,106
404160,30064,57
404161,30400,44
404162,30400,60
404163,30251,27
404164,30251,14
404165,30198,41
404166,30198,54
404167,30198,181
404168,30198,52
404171,30554,311
404172,30554,280
404173,30554,213
404174,30554,274
404175,30554,163
404176,30554,278
404177,30554,237
404178,30554,69
404179,30554,196
404180,30554,61
404181,30554,20
404182,30554,42
404183,30554,122
404184,30554,24
404185,30554,54
404186,400163,338
404187,400163,249
404188,30351,3
404189,400388,9
404190,400176,8
404191,400176,55
404193,400293,41
404194,30073,76
404195,30526,2
404196,30526,5
404197,30027,83
404198,30062,10
404199,400032,60
404200,400032,153
404201,30044,3
404202,30491,1
404204,30321,15
404205,400032,114
404206,30454,90
404207,30162,161
404208,400048,6
404209,30492,28
404210,30200,106
404211,30064,45
404212,30064,32
404213,30064,32
404214,30064,27
404215,30064,15
404216,30470,76
404217,30554,54
404218,30508,57
404219,30536,5
404220,30536,11
404221,30064,61
404222,30198,153
404223,30395,91
404226,30027,68
404227,30064,33
404228,30466,4
404229,30051,12
404230,30470,127
404231,400476,56
404232,30003,4
404233,30003,1
404234,30100,48
404235,30447,4
404236,30406,12
404237,30400,148
404238,30470,53
404239,30470,4
404240,30127,12
404241,30417,1
404243,30048,2
404244,30395,8
404245,30503,6
404246,30554,173
404247,400048,15
404248,30482,119
404249,30010,43
404250,30554,131
404251,30550,16
404252,30139,14
404253,30545,35
404254,30395,7
404255,30147,18
404256,30147,15
404257,30551,21
404258,400125,6
404259,30147,26
404260,400125,21
404261,400125,8
404262,30256,93
404263,30256,393
404266,30023,4
404267,30023,4
404268,30251,87
404269,30251,1
404270,30102,241
404271,30526,24
404272,30251,13
404273,30273,52
404274,30492,7
404275,400124,12
404276,400124,37
404277,400124,49
404278,30454,3
404279,30554,493
404280,30554,437
404281,30162,1
404282,30554,222
404283,30554,342
404284,30454,19
404285,30066,26
404286,30550,8
404287,30019,4
404288,30554,42
404289,30554,21
404290,30554,16
404291,30554,246
404292,30554,262
404293,30554,67
404294,30554,94
404296,30064,59
404298,30298,3
404299,400048,25
404300,30554,15
404301,30316,452
404302,30512,14
404303,30064,168
404304,30064,321
404305,30282,2
404306,30440,11
404307,30440,11
404308,30282,21
404309,30194,47
404312,30482,121
404313,30546,13
404314,30378,9
404315,30099,108
404318,30014,3
404319,30540,12
404321,30027,1
404322,30492,21
404323,30447,5
404325,400123,25
404326,400123,11
404327,400123,6
404329,30298,2
404331,30251,4
404332,30004,5
404333,30233,7
404337,30545,19
404338,30016,55
404339,30233,4
404340,30553,47
404341,30553,40
404342,30553,34
404343,30073,9
404344,30027,121
404345,30162,14
404346,30162,7
404348,30424,5
404349,30251,439
404350,30163,1
404351,30251,84
404352,30424,9
404353,30424,1
404354,30492,28
404355,30492,27
404356,30469,19
404357,400580,92
404358,30104,14
404359,30518,15
404360,30449,5
404361,30449,7
404362,30540,3
404363,30545,18
404368,400409,2
404369,30504,22
404370,30469,18
404371,30282,41
404373,30010,34
404374,30010,29
404375,30554,71
404376,400475,30
404377,400475,87
404378,30424,2
404379,30554,112
404380,30554,1
404381,30554,179
404382,30457,12
404383,30251,5
404385,30042,7
404386,30042,16
404387,30400,32
404388,30400,11
404389,30274,4
404390,30031,46
404392,30116,19
404393,30112,109
404394,30014,9
404395,30554,33
404396,30554,227
404397,30554,54
404398,30554,78
404399,30554,9
404400,30554,2
404401,30554,10
404402,30554,63
404403,400475,34
404405,30064,181
404406,30527,78
404409,30536,13
404411,30233,16
404412,30438,52
404413,30200,59
404414,30200,47
404415,30526,5
404416,30526,3
404417,30295,1
404418,30048,32
404419,30546,5
404420,30104,62
404421,30540,25
404422,30554,152
404423,30099,12
404424,30099,319
404425,30282,26
404426,30282,10
404427,30060,1678
404428,30048,21
404429,30048,13
404430,30048,4
404432,30048,1
404433,30457,24
404434,30256,640
404435,30553,12
404436,30365,34
404437,400032,38
404438,30454,2
404440,30062,3
404441,30062,14
404446,30062,11
404450,30062,4
404451,30064,289
404452,30094,16
404453,30094,16
404455,30550,17
404456,400388,49
404457,30518,55
404458,30554,111
404459,30554,150
404460,400032,78
404461,30482,7
404462,30351,8
404463,30351,4
404465,30351,3
404466,30351,4
404467,30365,116
404468,30331,7
404473,30077,465
404475,30077,10
404476,30457,4
404477,30457,1
404478,30550,16
404480,30037,8
404483,30062,2
404485,30062,5
404486,30062,3
404489,30004,7
404490,30457,32
404492,30457,2
404493,30550,2
404494,400032,29
404495,400032,34
404496,30518,74
404498,30077,13
404499,400293,3
404505,30004,27
404506,30457,10
404507,400293,10
404508,30059,9
404509,30454,15
404510,30200,31
404511,30048,69
404512,30526,2
404513,30027,2
404514,30282,30
404515,30251,5
404516,30251,175
404517,30461,3
404518,30461,1
404519,30461,2
404520,30461,1
404521,30461,4
404522,30461,6
404523,30461,36
404524,30461,27
404525,30461,9
404526,30461,6
404527,30461,5
404528,30461,5
404529,30554,9
404530,30554,104
404531,30554,14
404532,30504,10
404533,30251,281
404534,30461,29
404535,30010,48
404536,30504,40
404538,30546,2
404540,30550,9
404541,30457,9
404542,30102,30
404543,30470,37
404544,30064,148
404545,30064,12
404546,30166,16
404547,30554,16
404548,30385,41
404550,400580,36
404551,30493,29
404554,30441,16
404555,30441,21
404556,30385,9
404557,30385,23
404558,30385,33
404559,400125,40
404563,30062,6
404566,30385,2
404567,30385,9
404568,30385,11
404569,30385,4
404570,30385,30
404571,30385,17
404572,30385,12
404573,30385,16
404574,30385,9
404575,30385,7
404576,30385,6
404577,30385,85
404578,30385,1
404579,30385,1
404580,30385,101
404581,30385,83
404582,30385,2
404584,30385,2
404585,30302,7
404586,30102,103
404587,30463,20
404588,400173,49
404589,400173,89
404591,30385,4
404592,30451,50
404594,30540,18
404595,30454,60
404596,30094,7
404597,400283,9
404600,30217,11
404602,30424,24
404606,30475,107
404607,30180,3
404609,30550,13
404610,30064,8
404612,30168,10
404613,30234,32
404617,400476,28
404618,30268,41
404620,30064,70
404621,30526,1
404622,30162,2
404623,30503,2
404624,30554,95
404625,30204,26
404626,400235,36
404627,30454,124
404628,30189,13
404629,30282,25
404630,30282,52
404634,30062,7
404646,30062,2
404649,30062,3
404650,30062,9
404652,30130,19
404653,30099,204
404654,30099,153
404655,30099,246
404657,30099,56
404658,30099,249
404660,30099,99
404661,30099,136
404663,30099,348
404664,30454,191
404665,30059,32
404666,30454,1
404667,30540,7
404670,30504,60
404671,30282,9
404672,30006,198
404673,400048,1
404674,30065,30
404675,30130,3
404676,30077,10
404677,30550,16
404679,400032,39
404680,30027,15
404681,30027,98
404682,30526,16
404683,400032,28
404684,30530,49
404685,30530,18
404686,30530,16
404687,30130,7
404688,400186,3
404689,30006,62
404690,30282,25
404691,30251,141
404692,30063,113
404693,30475,14
404694,30282,2
404695,30251,4
404696,30251,162
404697,30282,2
404698,30282,23
404699,30454,27
404700,30424,2
404701,30027,6
404702,30400,170
404703,30282,20
404704,400409,15
404705,30027,2
404707,30027,9
404708,30027,2
404709,30027,9
404710,30027,6
404711,30534,19
404712,400032,67
404713,30077,26
404714,400048,70
404716,30077,9
404717,30077,27
404718,400103,43
404719,400103,64
404720,30077,35
404721,30554,73
404722,30027,183
404723,30554,19
404725,30282,2
404726,30385,4
404727,30200,12
404728,30200,49
404729,30200,32
404730,30200,21
404731,30490,6
404732,30385,6
404733,30282,9
404734,30554,32
404735,30554,29
404736,400163,655
404737,400163,646
404738,30554,24
404739,30554,9
404740,30554,276
404741,30554,250
404742,30199,1
404744,30282,11
404745,30282,4
404746,30077,11
404747,30077,15
404748,30316,26
404749,30282,23
404751,30282,17
404752,30282,10
404753,30530,47
404754,30530,6
404755,30282,23
404756,30282,26
404757,30282,54
404759,30282,12
404760,30282,4
404761,30243,5
404762,30243,3
404763,30243,12
404764,30282,37
404765,30282,2
404766,30282,19
404767,30282,8
404768,30282,10
404769,30282,14
404770,30295,5
404771,30048,17
404772,30018,8
404773,30475,39
404774,30018,10
404775,30199,31
404776,30282,6
404778,30282,21
404779,30282,11
404782,30282,24
404784,30282,12
404786,30504,4
404787,30504,11
404788,30282,1
404789,30527,4
404790,30064,176
404793,30274,11
404795,30274,17
404796,400475,1
404797,30526,75
404798,30065,16
404801,400475,8
404802,400048,9
404806,400469,55
404807,400469,36
404811,400475,44
404813,30048,24
404815,30048,23
404816,30048,9
404817,30243,7
404818,30037,4
404819,30509,13
404821,30048,76
404822,400475,204
404824,30257,20
404825,30527,12
404826,30550,3
404827,30243,18
404828,30027,36
404829,30462,9
404831,30282,36
404833,30099,219
404834,30099,164
404835,30365,19
404836,30527,36
404837,30527,31
404838,30554,281
404839,30238,26
404840,30530,12
404841,30540,41
404842,400048,9
404843,30268,26
404844,30464,22
404845,30071,6
404846,30071,4
404847,30422,6
404849,30550,21
404850,30545,9
404852,400469,13
404854,30464,20
404855,30550,27
404856,30550,9
404857,30550,39
404858,30550,4
404859,30464,15
404861,30424,3
404863,30550,8
404864,30550,9
404865,30163,13
404866,30302,2
404867,30550,17
404868,30302,9
404869,30550,27
404870,30550,93
404872,30550,8
404873,30550,4
404874,30550,46
404875,30163,26
404876,30550,15
404877,30112,16
404878,30163,1
404879,30550,30
404880,30048,6
404881,30064,33
404882,400894,54
404883,30163,5
404885,30048,71
404887,30451,1
404889,30550,5
404890,30457,8
404891,30425,7
404892,30552,107
404893,30064,89
404894,30457,30
404895,30457,8
404896,30425,4
404897,30251,68
404898,30099,2
404899,30251,65
404900,30295,1
404901,30554,1
404902,30554,10
404903,30454,17
404904,30554,42
404905,30554,93
404906,30554,2
404907,30278,48
404908,30400,30
404909,30166,19
404910,30166,2
404911,30166,4
404912,30550,89
404914,30518,18
404915,30166,13
404916,30538,14
404917,30094,15
404918,30457,2
404919,30296,11
404920,30400,43
404921,30074,1
404922,400211,3
404925,30296,51
404926,30065,14
404927,30166,15
404928,30166,14
404929,400475,62
404930,30454,28
404931,30504,17
404933,400475,39
404934,400475,9
404935,400475,4
404936,30585,11
404937,30027,44
404940,30198,2
404941,30550,2
404942,30554,57
404944,400048,17
404945,400032,86
404947,400032,117
404948,30554,75
404949,30191,6
404950,30191,8
404952,30554,184
404953,30102,109
404954,30278,29
404955,30295,14
404956,30037,13
404957,30504,141
404959,30454,12
404960,30294,24
404961,400032,52
404962,30518,37
404963,30554,11
404964,30217,3
404965,30554,59
404966,30296,16
404967,30443,3
404968,30443,1
404969,30526,98
404970,30540,14
404971,30540,36
404972,400296,2
404973,400296,11
404974,400296,4
404975,30130,17
404976,30198,10
404977,30112,19
404979,400296,15
404981,30471,58
404982,400296,1
404986,400182,9
404987,400182,5
404988,400182,4
404990,30492,5
404991,30492,2
404993,30492,4
404994,30424,3
404995,30492,19
404996,30288,4
404997,30288,18
404998,30443,6
404999,30048,3
405001,400476,21
405002,30424,3
405003,30526,7
405004,30351,5
405005,30065,23
405006,400475,2
405007,30208,1
405008,30545,24
405009,30526,58
405010,30424,7
405011,30526,64
405012,30395,4
405013,30019,10
405016,30062,7
405017,30517,284
405018,30385,29
405019,30115,24
405021,30115,63
405022,30062,14
405023,30075,30
405025,30282,2
405026,30128,35
405029,30278,1
405030,30278,1
405031,30163,14
405032,30116,29
405033,30520,201
405034,30520,111
405035,30451,32
405036,30464,18
405037,30520,61
405039,30064,90
405040,30065,7
405043,30465,1
405045,30278,14
405048,30028,2
405049,30465,2
405050,30464,26
405052,30464,17
405053,30554,267
405057,30465,20
405058,30465,7
405059,30465,12
405060,30465,16
405061,30465,7
405062,30465,19
405063,30473,2
405064,30540,4
405066,30457,4
405069,30550,3
405070,30550,3
405071,30027,4
405072,30550,30
405074,30550,1
405075,30027,2
405077,400248,2
405080,400248,1
405088,30080,6
405089,30526,2
405091,30080,13
405094,30385,19
405095,30385,3
405096,30282,10
405098,30282,1
405099,30282,9
405100,30282,8
405101,30004,3
405102,30004,6
405103,30048,4
405104,30251,105
405105,30251,63
405106,30251,399
405107,30251,2
405108,400469,5
405109,30251,49
405110,30397,6
405111,30251,15
405112,30424,16
405115,30461,1
405116,30461,7
405118,30504,110
405119,400409,11
405120,30504,97
405121,30048,58
405122,30554,11
405123,30554,38
405124,30282,4
405126,30454,37
405127,30514,55
405128,30333,6
405129,400032,69
405131,30493,8
405132,30504,26
405133,30194,141
405134,30243,298
405138,30453,10
405139,30147,21
405140,30453,2
405141,30453,1
405142,400048,33
405143,400173,40
405145,30414,4
405146,30064,2
405147,30064,169
405148,30081,1
405149,30316,78
405150,30316,42
405151,30077,8
405152,30077,4
405153,30554,207
405154,30027,15
405156,30316,109
405158,30554,153
405159,30554,30
405161,30554,24
405162,30554,114
405163,30077,1
405164,30077,1
405165,30554,254
405166,30548,22
405167,30027,22
405168,30256,596
405170,30251,37
405171,400000,3
405173,30515,37
405174,30530,1
405176,30530,42
405178,30027,49
405179,30027,18
405180,30282,117
405181,400248,2
405182,400248,2
405183,30515,4
405184,30515,40
405185,30515,7
405186,30065,57
405187,30515,40
405188,30519,40
405189,30519,34
405190,30519,26
405191,30365,52
405192,400435,118
405193,30082,12
405194,30082,5
405195,30004,16
405197,30099,4
405198,30099,101
405200,30499,14
405201,30492,25
405202,400282,3
405204,30447,4
405205,30062,4
405206,30447,3
405207,30451,9
405208,30424,25
405209,30010,100
405210,30010,113
405211,30064,51
405213,30023,10
405214,30027,6
405215,30116,8
405216,400125,8
405222,30234,111
405223,30162,49
405224,30234,84
405225,30385,198
405226,30234,66
405227,30234,134
405228,30368,18
405229,30010,17
405230,30162,27
405231,30295,44
405232,30493,72
405234,30028,22
405235,30099,312
405237,30375,4
405238,30375,12
405239,30268,12
405240,30121,51
405242,30037,23
405243,30517,461
405244,30382,2
405245,30051,5
405246,30121,26
405247,30121,39
405248,30268,30
405250,30048,2
405251,30492,4
405252,30121,32
405253,30121,17
405255,30251,81
405256,30251,29
405257,30282,15
405258,30102,12
405260,30282,1
405261,30282,5
405262,30545,16
405265,30492,19
405266,30204,31
405267,30460,6
405270,30554,337
405271,30099,126
405272,400469,42
405273,30548,10
405276,30504,10
405278,30470,4
405279,30554,82
405281,30027,10
405283,30554,67
405284,30365,203
405285,30102,49
405286,30282,2
405287,30027,5
405288,30027,8
405289,30027,18
405290,30400,128
405291,30102,16
405292,30504,228
405293,30515,51
405294,30027,66
405295,30504,328
405296,30504,22
405297,30064,18
405298,30064,4
405299,30099,19
405300,30121,81
405301,30121,4
405302,30121,89
405303,30064,29
405304,30027,100
405305,30064,149
405306,30365,140
405307,30102,79
405308,30121,21
405309,30365,23
405310,30121,23
405312,30251,7
405313,30540,90
405314,30121,93
405315,30121,1
405316,30077,4
405318,30121,63
405319,30425,3
405320,30425,7
405321,30425,5
405322,30027,57
405323,30140,22
405324,30550,4
405326,30425,2
405327,30425,14
405328,30534,22
405330,30077,1
405331,30540,22
405333,30550,12
405339,30163,11
405340,30251,2
405341,30316,312
405342,30543,7
405343,30316,417
405344,30294,41
405345,30316,89
405346,30316,54
405347,30316,75
405348,30475,55
405349,30077,20
405350,30282,40
405351,30526,14
405353,30282,8
405354,30282,48
405355,30434,3
405356,30282,3
405357,30526,36
405359,400032,33
405360,30064,23
405361,30526,21
405362,30282,4
405364,30027,26
405365,30031,33
405366,30031,25
405367,30031,8
405368,30027,8
405369,30031,26
405370,30162,57
405371,30064,15
405372,30018,5
405373,30064,98
405374,30064,41
405375,30321,16
405376,30064,107
405377,30063,65
405378,30515,57
405379,30545,41
405380,30062,5
405382,400238,26
405383,400238,43
405384,400238,42
405385,400238,36
405386,30515,16
405387,30489,112
405388,30048,2
405389,30540,5
405391,30551,20
405392,30102,18
405393,30027,30
405394,30027,84
405395,30536,1
405396,30351,3
405397,30064,121
405398,30084,62
405399,30064,173
405400,30365,363
405401,30198,2
405402,30004,1
405407,30404,28
405408,30504,1
405409,30198,15
405411,30462,9
405415,30475,113
405418,30006,42
405420,30208,6
405425,30424,9
405430,30084,86
405431,30079,9
405432,30068,35
405434,30068,18
405435,30080,25
405436,400475,15
405437,30424,6
405438,30504,79
405439,30462,111
405440,30504,20
405441,30084,21
405444,30482,1
405446,400200,23
405448,30529,34
405449,30504,115
405451,400476,15
405452,30051,29
405458,30100,1
405459,30282,9
405460,30042,17
405461,30470,20
405462,30562,1
405463,30550,37
405465,30282,1
405466,30540,33
405467,30424,15
405468,30131,27
405469,30365,56
405470,30424,9
405471,30536,11
405473,30424,10
405474,30540,11
405475,400238,5
405476,400238,8
405477,400247,11
405478,30243,3
405479,30243,1
405480,30243,63
405481,30243,33
405482,30099,11
405483,30100,70
405485,30365,43
405488,400580,50
405490,30540,28
405491,30251,1
405492,30251,8
405493,30251,4
405494,30457,4
405495,30365,88
405496,30208,28
405498,400247,17
405500,400476,6
405501,30475,162
405502,30064,18
405503,30064,34
405506,400476,8
405507,30534,23
405509,30475,60
405510,30454,62
405511,30424,1
405512,30122,15
405514,30099,62
405515,30099,13
405516,30099,31
405518,30099,16
405520,30099,321
405522,30099,12
405523,30099,41
405525,30064,42
405526,30064,33
405527,30438,46
405528,30027,57
405529,30130,1
405531,30251,28
405532,30077,13
405533,30077,14
405534,30251,3
405535,30198,52
405536,30251,68
405537,30251,13
405538,30019,11
405539,30064,15
405540,400247,3
405541,30099,24
405542,30198,83
405544,30451,43
405545,30302,4
405546,30554,10
405547,30554,4
405548,30064,55
405549,30064,39
405550,30065,25
405551,30517,8
405552,30256,945
405557,30019,21
405558,30000,7
405559,30065,57
405560,30006,4
405561,30019,7
405562,30019,8
405563,30019,11
405564,30487,9
405565,30135,25
405567,30065,27
405568,30454,2
405569,400066,27
405571,30027,2
405572,30027,2
405573,400123,34
405574,30504,30
405576,30027,2
405577,30027,1
405578,30027,1
405579,30027,2
405580,30027,4
405582,30027,1
405583,30554,16
405584,30027,137
405586,30498,4
405588,30407,11
405589,30278,1
405590,30294,74
405591,30089,90
405592,30089,66
405593,30089,17
405594,30089,40
405595,30089,67
405596,30040,58
405599,30208,16
405601,30534,2
405602,400032,22
405603,30534,39
405604,400032,90
405605,400409,15
405606,30010,1
405607,30010,1
405608,400032,6
405609,400032,38
405610,30517,3
405611,30517,4
405612,30282,36
405613,30042,15
405614,30248,84
405616,30550,63
405617,30517,3
405633,400186,19
405634,30517,3
405637,30019,5
405638,30019,34
405639,30282,2
405640,30282,1
405644,30282,9
405645,30257,14
405646,30282,26
405647,30282,1
405648,30282,7
405649,30475,17
405650,30526,12
405651,30004,4
405653,30004,8
405655,30004,18
405656,30004,25
405661,30451,69
405663,30004,8
405664,30004,10
405665,30004,7
405666,30451,16
405667,30004,15
405669,30004,8
405671,30004,7
405672,30004,2
405673,30004,12
405675,30004,1
405676,30004,31
405677,30004,16
405678,30004,22
405679,30004,12
405681,30004,3
405682,30004,4
405683,30004,6
405684,30004,2
405686,30004,1
405687,30004,7
405688,30004,1
405689,30004,1
405691,30004,19
405692,30004,16
405697,30004,4
405698,30004,5
405699,30004,3
405700,30004,14
405704,30004,8
405705,30004,8
405707,30004,19
405708,30080,2
405709,30004,18
405711,30080,2
405713,30004,2
405714,30004,13
405715,30004,7
405718,30251,128
405719,30316,6
405720,30554,174
405721,30163,31
405722,30163,8
405723,30251,29
405725,30148,15
405726,30457,10
405730,400163,160
405731,30554,98
405732,30554,335
405733,30504,81
405734,30504,37
405735,30554,12
405736,30504,147
405737,30004,12
405739,30004,19
405740,30504,18
405741,30163,2
405742,400122,2
405744,30004,13
405745,30498,11
405746,30004,16
405747,30064,11
405748,400476,25
405750,30004,2
405751,30400,53
405752,30084,107
405754,30492,12
405755,30084,29
405756,30084,55
405758,30010,10
405762,30044,3
405763,30492,84
405764,30208,1
405766,30146,10
405767,30004,14
405770,400476,12
405772,30010,114
405773,30103,277
405774,30554,320
405776,30245,1
405777,30103,32
405778,30368,2
405779,30368,20
405780,30102,90
405781,30065,121
405782,30065,107
405783,30048,46
405784,30368,2
405785,30070,22
405786,30199,169
405787,30070,18
405788,30084,2
405789,30424,3
405790,30070,22
405791,30018,13
405792,30018,13
405793,30018,8
405795,30517,56
405796,30004,16
405797,30070,15
405798,30454,1
405799,30084,1
405800,30455,33
405801,30073,27
405802,30455,25
405804,30432,169
405806,30424,1
405808,30023,6
405809,30526,18
405810,30178,13
405811,30440,26
405812,30010,61
405813,30014,51
405814,30400,13
405816,30199,83
405818,30454,3
405820,30475,8
405821,30456,344
405823,30084,70
405824,30395,6
405825,30492,2
405827,30080,5
405830,30048,37
405831,30414,3
405832,30493,113
405833,30493,15
405835,30400,23
405838,30268,67
405839,30065,36
405841,30019,12
405842,30099,65
405844,30550,55
405845,30550,6
405846,30550,14
405847,30550,20
405848,400476,47
405849,30004,4
405850,30550,144
405851,30550,29
405853,30102,97
405854,30019,1
405856,30077,19
405857,30084,6
405858,30550,18
405859,30010,22
405863,400476,11
405864,30096,50
405865,30096,24
405866,30094,4
405867,30003,2
405868,30395,2
405869,30048,8
405870,30048,29
405871,30395,4
405875,30048,25
405876,30048,21
405877,30048,21
405878,30048,21
405879,30048,34
405881,30475,69
405882,30048,26
405883,30048,5
405885,30048,20
405886,30048,105
405888,30048,95
405889,30048,30
405890,30048,26
405891,30048,38
405892,30048,24
405893,30048,7
405894,30048,90
405895,30048,26
405896,30048,3
405897,30048,201
405898,30048,60
405899,30048,7
405900,30027,36
405901,30048,2
