
order_number,order_created_date,order_created_time,requested_delivery_date,customer_number,order_row_number,product_code,order_qty,sales_unit,delivery_number,plant,storage_location,delivered_qty,transfer_number,warehouse_number,picking_confirmed_date,picking_confirmed_time,picking_picked_qty
32016519,2024-09-18,073305,2024-09-19,33515,10,410128,2.000,KI,21042791,30588,2000,2.000,32027751,3000,2024-09-18,083742,1.000
32016519,2024-09-18,073305,2024-09-19,33515,10,410128,2.000,KI,21042791,30588,2000,2.000,32027750,3000,2024-09-18,083725,1.000
32016520,2024-09-18,080102,2024-09-19,32773,10,402697,15.000,ST,21042792,30588,2012,15.000,32017768,3001,2024-09-18,164011,15.000
32016521,2024-09-18,081233,2024-09-20,32443,10,401027,2.000,ST,21042809,30588,2000,2.000,32027755,3000,2024-09-19,032441,2.000
32016523,2024-09-18,082219,2024-09-19,30792,10,400953,0.500,KG,21042794,30588,2012,0.900,32017772,3001,2024-09-19,013604,0.900
32016525,2024-09-18,082241,2024-09-18,31056,20,405596,1.000,ST,21042793,30588,2012,1.000,32017764,3001,2024-09-18,085249,1.000
32016527,2024-09-18,083828,2024-09-19,31527,10,404340,2.000,ST,21042795,30588,2012,2.000,32017765,3001,2024-09-18,140401,2.000
32016529,2024-09-18,090554,2024-09-19,32436,10,408533,1.000,KI,21042796,30588,2005,0.000,,,,,
32016539,2024-09-18,102127,2024-09-19,34433,10,400942,2.000,ST,21042798,1001,2010,2.000,32025605,3002,2024-09-18,115512,2.000
32016540,2024-09-18,102243,2024-09-19,32510,10,404405,2.000,ST,21042797,1001,2010,2.000,32025606,3002,2024-09-18,124925,2.000
32016544,2024-09-18,104607,2024-09-19,31799,10,403789,1.000,KI,21042799,30588,2012,1.000,32017766,3001,2024-09-18,131541,1.000
32016547,2024-09-18,105135,2024-09-19,34138,10,405270,10.000,ST,21042800,30588,2012,10.000,32017767,3001,2024-09-18,131834,10.000
32016556,2024-09-18,120439,2024-09-19,34433,10,400447,1.000,ST,21042801,1001,2010,1.000,32025610,3002,2024-09-18,124722,1.000
32016557,2024-09-18,120540,2024-09-19,31113,10,400432,1.000,ST,21042803,1001,2010,1.000,32025611,3002,2024-09-18,133134,1.000
32016558,2024-09-18,120425,2024-09-19,33501,10,409718,2.000,ST,21042802,1001,2010,2.000,32025608,3002,2024-09-18,124901,2.000
32016559,2024-09-18,120609,2024-09-19,32330,10,400981,5.000,KG,21042804,1001,2010,5.000,32025609,3002,2024-09-18,131407,5.000
32016576,2024-09-18,133252,2024-09-19,33326,10,411136,4.000,ST,21042805,1001,2010,4.000,32025607,3002,2024-09-18,142311,4.000
32016585,2024-09-18,142658,2024-09-19,31949,10,400070,3.000,KG,21042806,1001,2010,3.000,32025612,3002,2024-09-18,151137,3.000
32016614,2024-09-18,173931,2024-09-20,34735,10,403504,26.000,ST,20045064,30588,2012,26.000,30041403,3001,2024-09-19,170627,26.000
32016615,2024-09-18,174700,2024-09-20,34356,10,403504,30.000,ST,20045103,30588,2012,30.000,30040419,3001,2024-09-19,123156,30.000
32016616,2024-09-18,174805,2024-09-20,34365,10,403504,23.000,ST,20045165,30588,2012,23.000,30040415,3001,2024-09-19,122318,23.000
32016617,2024-09-18,174837,2024-09-20,34438,10,403504,17.000,ST,20045173,30588,2012,17.000,30040429,3001,2024-09-19,122848,17.000
32016618,2024-09-18,174903,2024-09-20,34723,10,403504,14.000,ST,20045205,30588,2012,14.000,30041416,3001,2024-09-19,152325,14.000
32016619,2024-09-18,174931,2024-09-20,34724,10,403504,14.000,ST,20045208,30588,2012,14.000,30041406,3001,2024-09-19,152255,14.000
32016620,2024-09-18,174955,2024-09-20,33964,10,403504,20.000,ST,20045196,30588,2012,20.000,30043289,3001,2024-09-20,043556,20.000
32016621,2024-09-18,175019,2024-09-20,33964,10,403504,20.000,ST,20045196,30588,2012,20.000,30043289,3001,2024-09-20,043619,20.000
32016622,2024-09-18,175049,2024-09-20,35847,10,403504,34.000,ST,21042810,30588,2012,34.000,32017773,3001,2024-09-19,080132,34.000
32016624,2024-09-18,175149,2024-09-20,33968,10,403504,30.000,ST,20045114,30588,2012,30.000,30043370,3001,2024-09-20,031802,30.000
32016625,2024-09-18,175221,2024-09-20,34725,10,403504,22.000,ST,20045211,30588,2012,22.000,30043316,3001,2024-09-20,022705,22.000
32016626,2024-09-18,175247,2024-09-20,34726,10,403504,21.000,ST,20045214,30588,2012,21.000,30043318,3001,2024-09-20,022944,21.000
32016627,2024-09-18,175308,2024-09-20,34729,10,403504,15.000,ST,20045077,30588,2012,15.000,30043516,3001,2024-09-20,061022,15.000
32016628,2024-09-18,175331,2024-09-20,34730,10,403504,15.000,ST,20045079,30588,2012,15.000,30043518,3001,2024-09-20,062418,15.000
32016629,2024-09-18,175355,2024-09-20,34731,10,403504,12.000,ST,20045081,30588,2012,12.000,30043521,3001,2024-09-20,053240,12.000
32016630,2024-09-18,175425,2024-09-20,34740,10,403504,66.000,ST,20045106,30588,2012,66.000,30041391,3001,2024-09-19,145154,66.000
32016631,2024-09-18,175451,2024-09-20,34722,10,403504,69.000,ST,20045184,30588,2012,69.000,30043311,3001,2024-09-20,020855,69.000
32016632,2024-09-18,175525,2024-09-20,34736,10,403504,12.000,ST,20045058,30588,2012,12.000,30042853,3001,2024-09-19,214345,12.000
32016633,2024-09-18,175550,2024-09-20,34737,10,403504,18.000,ST,20045061,30588,2012,18.000,30042854,3001,2024-09-19,212711,18.000
32016634,2024-09-18,175615,2024-09-20,34727,10,403504,31.000,ST,20045220,30588,2012,31.000,30041092,3001,2024-09-19,151743,31.000
32016635,2024-09-18,180425,2024-09-20,34355,10,403504,30.000,ST,20045091,30588,2012,30.000,30040417,3001,2024-09-19,121547,30.000
32016636,2024-09-18,180520,2024-09-20,34362,10,403504,25.000,ST,20045153,30588,2012,25.000,30040425,3001,2024-09-19,122334,25.000
32016637,2024-09-18,180616,2024-09-20,33970,10,403504,30.000,ST,20045178,30588,2012,30.000,30041049,3001,2024-09-19,150355,30.000
32016638,2024-09-18,180643,2024-09-20,34728,10,403504,33.000,ST,20045083,30588,2012,33.000,30041015,3001,2024-09-19,142100,33.000
32016639,2024-09-18,180706,2024-09-20,34732,10,403504,23.000,ST,20045066,30588,2012,23.000,30041039,3001,2024-09-19,142959,23.000
32016640,2024-09-18,180727,2024-09-20,34733,10,403504,28.000,ST,20045069,30588,2012,28.000,30041040,3001,2024-09-19,142906,28.000
32016641,2024-09-18,180749,2024-09-20,34739,10,403504,20.000,ST,20045072,30588,2012,20.000,30041038,3001,2024-09-19,142954,20.000
32016642,2024-09-18,180820,2024-09-20,34359,10,403504,13.000,ST,20045137,30588,2012,13.000,30041022,3001,2024-09-19,142419,13.000
32016643,2024-09-18,180842,2024-09-20,33966,10,403504,29.000,ST,20045049,30588,2012,29.000,30040992,3001,2024-09-19,133037,29.000
32016644,2024-09-18,180904,2024-09-20,33974,10,403504,18.000,ST,20045125,30588,2012,18.000,30041020,3001,2024-09-19,143307,18.000
32016645,2024-09-18,180932,2024-09-20,33975,10,403504,19.000,ST,20045128,30588,2012,19.000,30041021,3001,2024-09-19,143407,19.000
32016646,2024-09-18,181357,2024-09-20,34738,10,403504,14.000,ST,20045075,30588,2012,14.000,30041033,3001,2024-09-19,142315,14.000
32016647,2024-09-18,181424,2024-09-20,34750,10,403504,61.000,ST,20045190,30588,2012,61.000,30041007,3001,2024-09-19,142236,61.000
32016648,2024-09-18,181456,2024-09-20,33969,10,403504,25.000,ST,20045259,30588,2012,25.000,30041043,3001,2024-09-19,143218,25.000
32016649,2024-09-18,181523,2024-09-20,33976,10,403504,22.000,ST,20045247,30588,2012,22.000,30040229,3001,2024-09-19,111218,22.000
32016650,2024-09-18,181543,2024-09-20,33981,10,403504,18.000,ST,20045222,30588,2012,18.000,30040192,3001,2024-09-19,102845,18.000
32016651,2024-09-18,181612,2024-09-20,33982,10,403504,30.000,ST,20045181,30588,2012,30.000,30040262,3001,2024-09-19,113427,30.000
32016652,2024-09-18,181634,2024-09-20,33992,10,403504,27.000,ST,20045199,30588,2012,27.000,30040184,3001,2024-09-19,103211,27.000
32016653,2024-09-18,181656,2024-09-20,33983,10,403504,21.000,ST,20045167,30588,2012,21.000,30040138,3001,2024-09-19,073457,21.000
32016654,2024-09-18,181719,2024-09-20,33984,10,403504,23.000,ST,20045170,30588,2012,23.000,30040140,3001,2024-09-19,080247,23.000
32016655,2024-09-18,181740,2024-09-20,33985,10,403504,13.000,ST,20045175,30588,2012,13.000,30040142,3001,2024-09-19,080349,13.000
32016656,2024-09-18,181802,2024-09-20,33980,10,403504,27.000,ST,20045230,30588,2012,27.000,30040194,3001,2024-09-19,105320,27.000
32016657,2024-09-18,181828,2024-09-20,33987,10,403504,12.000,ST,20045187,30588,2012,12.000,30040179,3001,2024-09-19,102108,12.000
32016658,2024-09-18,181845,2024-09-20,33988,10,403504,15.000,ST,20045242,30588,2012,15.000,30040204,3001,2024-09-19,105341,15.000
32016659,2024-09-18,181907,2024-09-20,33989,10,403504,14.000,ST,20045239,30588,2012,14.000,30040242,3001,2024-09-19,111708,14.000
32016660,2024-09-18,181933,2024-09-20,33990,10,403504,18.000,ST,20045233,30588,2012,18.000,30040244,3001,2024-09-19,125936,18.000
32016661,2024-09-18,181959,2024-09-20,33991,10,403504,14.000,ST,20045227,30588,2012,14.000,30040246,3001,2024-09-19,125959,14.000
32016662,2024-09-18,182020,2024-09-20,33993,10,403504,59.000,ST,20045217,30588,2012,59.000,30040190,3001,2024-09-19,103057,59.000
32016663,2024-09-18,182042,2024-09-20,33977,10,403504,9.000,ST,20045256,30588,2012,9.000,30040153,3001,2024-09-19,075420,9.000
32016664,2024-09-18,182103,2024-09-20,33978,10,403504,9.000,ST,20045253,30588,2012,9.000,30040156,3001,2024-09-19,073653,9.000
32016665,2024-09-18,182122,2024-09-20,33979,10,403504,26.000,ST,20045111,30588,2012,26.000,30040266,3001,2024-09-19,114113,26.000
32016666,2024-09-18,182137,2024-09-20,33986,10,403504,18.000,ST,20045156,30588,2012,18.000,30040162,3001,2024-09-19,080834,18.000
32016667,2024-09-18,182156,2024-09-20,33994,10,403504,29.000,ST,20045202,30588,2012,29.000,30040186,3001,2024-09-19,105815,29.000
32016668,2024-09-18,182219,2024-09-20,34303,10,403504,27.000,ST,20045117,30588,2012,27.000,30040248,3001,2024-09-19,113309,27.000
32016669,2024-09-18,182240,2024-09-20,33995,10,403504,25.000,ST,20045162,30588,2012,25.000,30040164,3001,2024-09-19,080024,25.000
32016670,2024-09-18,182311,2024-09-20,35847,10,403504,25.000,ST,21042810,30588,2012,25.000,32017773,3001,2024-09-19,080205,25.000
32016671,2024-09-18,182326,2024-09-20,33996,10,403504,16.000,ST,20045245,30588,2012,16.000,30040206,3001,2024-09-19,105804,16.000
32016672,2024-09-18,182357,2024-09-20,35848,10,403504,16.000,ST,21042811,30588,2012,16.000,32017774,3001,2024-09-19,102818,16.000
32016673,2024-09-18,182421,2024-09-20,34354,10,403504,15.000,ST,20045089,30588,2012,15.000,30040336,3001,2024-09-19,064901,15.000
32016674,2024-09-18,182446,2024-09-20,34360,10,403504,12.000,ST,20045140,30588,2012,12.000,30040328,3001,2024-09-19,065056,12.000
32016675,2024-09-18,182503,2024-09-20,34361,10,403504,14.000,ST,20045143,30588,2012,14.000,30040332,3001,2024-09-19,065608,14.000
32016677,2024-09-18,182528,2024-09-20,34367,10,403504,15.000,ST,20045159,30588,2012,15.000,30040381,3001,2024-09-19,115926,15.000
32016678,2024-09-18,182544,2024-09-20,34353,10,403504,22.000,ST,20045086,30588,2012,22.000,30040334,3001,2024-09-19,065635,22.000
32016679,2024-09-18,182611,2024-09-20,33973,10,403504,23.000,ST,20045236,30588,2012,23.000,30040398,3001,2024-09-19,115534,23.000
32016682,2024-09-18,182634,2024-09-20,33971,10,403504,15.000,ST,20045148,30588,2012,15.000,30040389,3001,2024-09-19,115946,15.000
32016683,2024-09-18,182656,2024-09-20,33972,10,403504,19.000,ST,20045122,30588,2012,19.000,30040411,3001,2024-09-19,121148,19.000
32016684,2024-09-18,182718,2024-09-20,34350,10,403504,49.000,ST,20045055,30588,2012,49.000,30040293,3001,2024-09-19,070405,49.000
32016685,2024-09-18,182741,2024-09-20,34741,10,403504,10.000,ST,20045225,30588,2012,10.000,30040291,3001,2024-09-19,061043,10.000
32016686,2024-09-18,182802,2024-09-20,34366,10,403504,11.000,ST,20045120,30588,2012,11.000,30040351,3001,2024-09-19,065237,11.000
32016687,2024-09-18,182824,2024-09-20,34348,10,403504,29.000,ST,20045052,30588,2012,29.000,30040279,3001,2024-09-19,061644,29.000
32016688,2024-09-18,182843,2024-09-20,34348,10,403504,27.000,ST,20045052,30588,2012,27.000,30040279,3001,2024-09-19,061716,27.000
32016689,2024-09-18,182909,2024-09-20,34358,10,403504,43.000,ST,20045134,30588,2012,43.000,30040353,3001,2024-09-19,073212,43.000
32016701,2024-09-19,070156,2024-09-19,33199,10,400954,1.400,KG,21042812,30588,2012,1.420,32017776,3001,2024-09-19,072918,1.420
32016702,2024-09-19,070327,2024-09-19,32275,10,409127,7.000,ST,21042813,30588,2012,7.000,32017777,3001,2024-09-19,080218,7.000
32016703,2024-09-19,072731,2024-09-20,34734,10,403504,26.000,ST,21042828,1001,2001,26.000,32024505,3003,2024-09-19,110520,26.000
32016704,2024-09-19,072541,2024-09-19,33345,10,402747,10.000,ST,21042814,30588,2012,10.000,32017775,3001,2024-09-19,075234,10.000
32016704,2024-09-19,072541,2024-09-19,33345,20,400602,5.000,ST,21042814,30588,2012,5.000,32017775,3001,2024-09-19,075047,5.000
32016705,2024-09-19,072813,2024-09-20,34418,10,403504,15.000,ST,21042834,1001,2001,15.000,32024511,3003,2024-09-19,111625,15.000
32016706,2024-09-19,072840,2024-09-20,34015,10,403504,30.000,ST,21042835,1001,2001,30.000,32024512,3003,2024-09-19,111713,30.000
32016707,2024-09-19,072904,2024-09-20,34021,10,403504,29.000,ST,21042822,1001,2001,29.000,32024493,3003,2024-09-19,110021,29.000
32016708,2024-09-19,072927,2024-09-20,34012,10,403504,30.000,ST,21042836,1001,2001,30.000,32024513,3003,2024-09-19,111751,30.000
32016709,2024-09-19,072959,2024-09-20,34020,10,403504,37.000,ST,21042837,1001,2001,37.000,32024514,3003,2024-09-19,111850,37.000
32016710,2024-09-19,073026,2024-09-20,34018,10,403504,30.000,ST,21042838,1001,2001,30.000,32024515,3003,2024-09-19,111944,30.000
32016711,2024-09-19,073121,2024-09-20,34014,10,403504,20.000,ST,21042839,1001,2001,20.000,32024520,3003,2024-09-19,112056,20.000
32016712,2024-09-19,073254,2024-09-20,34016,10,403504,16.000,ST,21042821,1001,2001,16.000,32024492,3003,2024-09-19,105923,16.000
32016713,2024-09-19,073325,2024-09-20,34017,10,403504,16.000,ST,21042823,1001,2001,16.000,32024495,3003,2024-09-19,110125,16.000
32016714,2024-09-19,073342,2024-09-20,34019,10,403504,27.000,ST,21042829,1001,2001,27.000,32024506,3003,2024-09-19,110615,27.000
32016715,2024-09-19,073417,2024-09-20,34022,10,403504,24.000,ST,21042826,1001,2001,24.000,32024498,3003,2024-09-19,110350,24.000
32016716,2024-09-19,073449,2024-09-20,34347,10,403504,14.000,ST,21042824,1001,2001,14.000,32024496,3003,2024-09-19,110235,14.000
32016718,2024-09-19,073517,2024-09-20,34013,10,403504,27.000,ST,21042840,1001,2001,27.000,32024489,3003,2024-09-19,105625,27.000
32016719,2024-09-19,073537,2024-09-20,34011,10,403504,28.000,ST,21042841,1001,2001,28.000,32024488,3003,2024-09-19,105550,28.000
32016720,2024-09-19,073611,2024-09-20,34419,10,403504,16.000,ST,21042842,1001,2001,16.000,32024487,3003,2024-09-19,105512,16.000
32016721,2024-09-19,070359,2024-09-20,31765,10,401254,3.000,KG,21042815,30588,2012,3.000,32017785,3001,2024-09-19,131642,3.000
32016722,2024-09-19,073947,2024-09-19,31592,10,412977,1.000,ST,21042816,30588,2012,0.000,,,,,
32016724,2024-09-19,075715,2024-09-20,34363,10,403504,30.000,ST,21042830,1001,2001,30.000,32024507,3003,2024-09-19,110713,30.000
32016725,2024-09-19,075747,2024-09-20,34368,10,403504,114.000,ST,21042843,1001,2001,114.000,32024486,3003,2024-09-19,105355,114.000
32016726,2024-09-19,075818,2024-09-20,34351,10,403504,24.000,ST,21042819,1001,2001,24.000,32024490,3003,2024-09-19,105705,24.000
32016727,2024-09-19,075846,2024-09-20,34352,10,403504,26.000,ST,21042844,1001,2001,26.000,32024485,3003,2024-09-19,105027,26.000
32016728,2024-09-19,080006,2024-09-20,34364,10,403504,41.000,ST,21042845,1001,2001,41.000,32024484,3003,2024-09-19,104932,41.000
32016730,2024-09-19,080755,2024-09-20,34005,10,403504,23.000,ST,21042846,1001,2001,23.000,32024483,3003,2024-09-19,104807,23.000
32016731,2024-09-19,080827,2024-09-20,34008,10,403504,29.000,ST,21042833,1001,2001,29.000,32024510,3003,2024-09-19,111242,29.000
32016732,2024-09-19,080849,2024-09-20,34006,10,403504,29.000,ST,21042847,1001,2001,29.000,32024482,3003,2024-09-19,104712,29.000
32016733,2024-09-19,080915,2024-09-20,34009,10,403504,27.000,ST,21042848,1001,2001,27.000,32024481,3003,2024-09-19,104635,27.000
32016734,2024-09-19,080910,2024-09-20,31157,10,401083,2.000,KG,21042817,30588,2012,2.100,32017783,3001,2024-09-19,131000,2.100
32016735,2024-09-19,080937,2024-09-20,34007,10,403504,29.000,ST,21042849,1001,2001,29.000,32024480,3003,2024-09-19,104544,29.000
32016736,2024-09-19,081425,2024-09-20,34010,10,403504,30.000,ST,21042820,1001,2001,30.000,32024491,3003,2024-09-19,105822,30.000
32016737,2024-09-19,081448,2024-09-20,34000,10,403504,22.000,ST,21042831,1001,2001,22.000,32024508,3003,2024-09-19,110922,22.000
32016738,2024-09-19,081517,2024-09-20,33999,10,403504,25.000,ST,21042832,1001,2001,25.000,32024509,3003,2024-09-19,111004,25.000
32016739,2024-09-19,081537,2024-09-20,34003,10,403504,15.000,ST,21042825,1001,2001,15.000,32024497,3003,2024-09-19,110311,15.000
32016740,2024-09-19,083006,2024-09-20,33997,10,403504,18.000,ST,21042850,1001,2001,18.000,32024479,3003,2024-09-19,104447,18.000
32016741,2024-09-19,083303,2024-09-19,31592,10,407170,1.000,RAS,21042818,30588,2012,1.000,32017778,3001,2024-09-19,085511,1.000
32016742,2024-09-19,083504,2024-09-20,34002,10,403504,28.000,ST,21042851,1001,2001,28.000,32024478,3003,2024-09-19,104405,28.000
32016743,2024-09-19,083529,2024-09-20,33998,10,403504,25.000,ST,21042827,1001,2001,25.000,32024504,3003,2024-09-19,110437,25.000
32016744,2024-09-19,083548,2024-09-20,34369,10,403504,0.000,ST,,,,,,,,,
32016751,2024-09-19,084848,2024-09-23,30733,10,411637,1.000,KI,21042888,30588,2005,1.000,32027759,3000,2024-09-20,110149,1.000
32016757,2024-09-19,090947,2024-09-23,34835,10,410732,6.000,KI,21042889,30588,2001,6.000,32027760,3000,2024-09-20,123825,6.000
32016758,2024-09-19,091101,2024-09-19,32337,10,404223,4.000,BAG,21042852,30588,2012,4.000,32017779,3001,2024-09-19,100837,4.000
32016759,2024-09-19,091156,2024-09-20,32436,10,408533,1.000,KI,21042856,30588,2005,1.000,32027757,3000,2024-09-19,153509,1.000
10697016,2024-09-19,091355,2024-09-19,32381,10,400385,1.000,KG,21042853,30588,2012,1.030,32017780,3001,2024-09-19,095134,1.030
32016760,2024-09-19,091505,2024-09-20,31226,10,407024,10.000,BAG,21042854,30588,2012,10.000,32017781,3001,2024-09-19,105525,10.000
32016762,2024-09-19,092045,2024-09-20,30753,10,408160,6.000,ST,21042857,30588,2012,6.000,32017787,3001,2024-09-19,192814,6.000
10697017,2024-09-19,093328,2024-09-20,32701,10,401844,1.000,KI,21042855,30588,2012,1.000,32017782,3001,2024-09-19,175747,1.000
32016763,2024-09-19,093328,2024-09-20,34244,10,405488,27.000,ST,21042858,30588,2012,27.000,32017784,3001,2024-09-19,131522,27.000
32016765,2024-09-19,094748,2024-09-20,33282,10,402325,30.000,BAG,,,,,,,,,
32016767,2024-09-19,094856,2024-09-20,33998,10,407171,50.000,PRK,21042859,1001,2010,50.000,32025630,3002,2024-09-19,140917,50.000
32016775,2024-09-19,101228,2024-09-20,34004,10,403504,11.000,ST,21042860,1001,2001,11.000,32024477,3003,2024-09-19,104340,11.000
32016776,2024-09-19,101528,2024-09-20,34369,10,403504,24.000,ST,21042861,1001,2001,24.000,32024476,3003,2024-09-19,104122,24.000
32016777,2024-09-19,101649,2024-09-20,34001,10,403504,25.000,ST,21042862,1001,2001,25.000,32024475,3003,2024-09-19,103929,25.000
32016778,2024-09-19,102827,2024-09-20,31893,10,403351,25.000,PAK,21042863,30588,2012,25.000,32017788,3001,2024-09-19,210124,25.000
32016778,2024-09-19,102827,2024-09-20,31893,20,411149,1.000,KI,,,,,,,,,
32016785,2024-09-19,105051,2024-09-20,34012,10,402546,3.000,BAG,21042864,1001,2010,3.000,32025616,3002,2024-09-19,114315,3.000
32016786,2024-09-19,105237,2024-09-20,34013,10,402546,3.000,BAG,21042865,1001,2010,3.000,32025615,3002,2024-09-19,114406,3.000
32016788,2024-09-19,105311,2024-09-20,34347,10,402546,2.000,BAG,21042866,1001,2010,2.000,32025617,3002,2024-09-19,114544,2.000
32016789,2024-09-19,105341,2024-09-20,34021,10,402546,3.000,BAG,21042867,1001,2010,3.000,32025618,3002,2024-09-19,114753,3.000
32016790,2024-09-19,105420,2024-09-20,34419,10,402546,2.000,BAG,21042868,1001,2010,2.000,32025619,3002,2024-09-19,114842,2.000
32016791,2024-09-19,105451,2024-09-20,34015,10,402546,2.000,BAG,21042869,1001,2010,2.000,32025622,3002,2024-09-19,125112,2.000
32016792,2024-09-19,105541,2024-09-20,34017,10,402546,2.000,BAG,21042877,1001,2010,2.000,32025623,3002,2024-09-19,125125,2.000
32016793,2024-09-19,105609,2024-09-20,34418,10,402546,2.000,BAG,21042878,1001,2010,2.000,32025620,3002,2024-09-19,115002,2.000
32016794,2024-09-19,105634,2024-09-20,34734,10,402546,3.000,BAG,21042879,1001,2010,3.000,32025624,3002,2024-09-19,125214,3.000
32016795,2024-09-19,105704,2024-09-20,34001,10,402546,3.000,BAG,21042870,1001,2010,3.000,32025628,3002,2024-09-19,140113,3.000
32016796,2024-09-19,105723,2024-09-20,34010,10,402546,3.000,BAG,21042871,1001,2010,3.000,32025626,3002,2024-09-19,142339,3.000
32016797,2024-09-19,105750,2024-09-20,34002,10,402546,3.000,BAG,21042872,1001,2010,3.000,32025631,3002,2024-09-19,143246,3.000
32016798,2024-09-19,105815,2024-09-20,34369,10,400981,3.000,KG,21042873,1001,2010,3.000,32025627,3002,2024-09-19,154154,3.000
32016799,2024-09-19,105841,2024-09-20,34006,10,400981,3.000,KG,21042874,1001,2010,3.000,32025632,3002,2024-09-19,143718,3.000
32016801,2024-09-19,105904,2024-09-20,34352,10,400981,3.000,KG,21042875,1001,2010,3.140,32025613,3002,2024-09-19,121445,3.140
32016802,2024-09-19,105925,2024-09-20,34363,10,400981,3.000,KG,21042876,1001,2010,3.020,32025614,3002,2024-09-19,124319,3.020
32016822,2024-09-19,115426,2024-09-20,33284,10,402960,1.000,ST,21042880,1001,2010,1.000,32025629,3002,2024-09-19,141748,1.000
32016824,2024-09-19,120006,2024-09-20,31460,10,402599,4.000,ST,21042882,1001,2010,4.000,32025621,3002,2024-09-19,125614,4.000
32016825,2024-09-19,115704,2024-09-20,34828,10,406124,1.000,BAG,21042881,1001,2010,1.000,32025633,3002,2024-09-19,144027,1.000
32016828,2024-09-19,120346,2024-09-20,32083,10,401250,1.000,KI,21042883,1001,2010,1.000,32025625,3002,2024-09-19,125459,1.000
32016853,2024-09-19,134700,2024-09-20,31532,10,404174,10.000,ST,21042884,30588,2012,10.000,32017791,3001,2024-09-20,045942,10.000
32016901,2024-09-20,070229,2024-09-20,32776,10,409122,8.000,ST,21042890,30588,2012,8.000,32017795,3001,2024-09-20,074618,8.000
32016903,2024-09-20,070758,2024-09-20,32096,10,400176,5.000,KG,21042891,30588,2012,5.000,32017794,3001,2024-09-20,073707,5.000
32016906,2024-09-20,071035,2024-09-20,34722,10,403503,85.000,ST,21042892,30588,2012,60.000,32017792,3001,2024-09-20,074633,60.000
32016907,2024-09-20,071134,2024-09-20,32366,10,417019,7.000,ST,21042893,30588,2012,7.000,32017793,3001,2024-09-20,074022,7.000
32016909,2024-09-20,073150,2024-09-24,33835,10,411014,1.000,ST,21042926,30588,2007,1.000,32027764,3000,2024-09-23,171534,1.000
32016910,2024-09-20,074203,2024-09-24,34750,10,410749,36.000,ST,20053893,30588,2012,36.000,30048534,3001,2024-09-23,110131,36.000
32016911,2024-09-20,074239,2024-09-24,33974,10,410749,36.000,ST,20053831,30588,2012,36.000,30048527,3001,2024-09-23,125555,36.000
32016913,2024-09-20,075433,2024-09-20,30792,10,400385,1.500,KG,21042894,30588,2012,0.000,,,,,
32016914,2024-09-20,075343,2024-09-20,31750,10,409122,5.000,ST,21042895,30588,2012,5.000,32017796,3001,2024-09-20,084538,5.000
32016917,2024-09-20,080348,2024-09-24,31419,10,406248,1.000,SK,21042927,30588,2000,1.000,32027765,3000,2024-09-23,172514,1.000
32016919,2024-09-20,080755,2024-09-23,30738,10,409122,1.000,ST,21042897,30588,2012,1.000,32017798,3001,2024-09-20,164447,1.000
32016921,2024-09-20,081255,2024-09-24,34557,10,416407,2.000,BAG,21042928,30588,2000,1.000,32027766,3000,2024-09-23,192253,1.000
32016921,2024-09-20,081255,2024-09-24,34557,20,416407,1.000,BAG,,,,,,,,,
32016924,2024-09-20,085525,2024-09-23,33203,10,411369,1.000,KI,21042910,30588,2005,1.000,32027761,3000,2024-09-22,234837,1.000
32016925,2024-09-20,085454,2024-09-20,33183,10,416902,3.000,ST,21042896,30588,2012,3.000,32017797,3001,2024-09-20,093240,3.000
32016927,2024-09-20,090610,2024-09-20,33379,10,417019,9.000,ST,21042898,30588,2012,9.000,32017800,3001,2024-09-20,094616,9.000
32016929,2024-09-20,090623,2024-09-20,32366,10,417019,9.000,ST,21042899,30588,2012,9.000,32017799,3001,2024-09-20,094621,9.000
32016933,2024-09-20,092948,2024-09-23,34093,10,406124,3.000,BAG,21042900,1001,2010,3.000,32025637,3002,2024-09-22,095512,3.000
32016933,2024-09-20,092948,2024-09-23,34093,20,411462,1.000,ST,21042900,1001,2010,1.000,32025637,3002,2024-09-22,101149,1.000
32016934,2024-09-20,093239,2024-09-23,33732,10,408195,3.000,ST,21042901,1001,2010,3.000,32025635,3002,2024-09-21,110351,3.000
10697018,2024-09-20,093614,2024-09-23,33956,10,408195,2.000,ST,21042902,1001,2010,2.000,32025634,3002,2024-09-21,132953,2.000
10697019,2024-09-20,093739,2024-09-23,32934,10,402217,1.000,PAK,21042904,30588,2012,1.000,32017806,3001,2024-09-20,142651,1.000
10697020,2024-09-20,093944,2024-09-23,33943,10,408195,3.000,ST,21042903,1001,2010,3.000,32025636,3002,2024-09-21,081543,3.000
32016936,2024-09-20,100219,2024-09-20,34649,10,412164,2.000,BAG,21042905,30588,2012,2.000,32017801,3001,2024-09-20,102246,2.000
32016937,2024-09-20,100624,2024-09-23,34043,10,416830,20.000,ST,21042911,30588,2012,20.000,32017820,3001,2024-09-22,143017,20.000
32016938,2024-09-20,101003,2024-09-23,34047,10,416830,20.000,ST,21042912,30588,2012,20.000,32017821,3001,2024-09-22,143226,20.000
10697021,2024-09-20,113352,2024-09-20,34631,10,410997,6.000,ST,21042906,30588,2012,6.000,32017802,3001,2024-09-20,115339,6.000
32016945,2024-09-20,113420,2024-09-20,34654,10,410997,4.000,ST,21042907,30588,2012,4.000,32017803,3001,2024-09-20,115440,4.000
